    5625.1470  0.0200 -7.1197 3  445.1585 39 -200031404 6 1 6 0     5 2 3 0     
   26707.5731  6.9200 -9.3809 3 2116.1388  9  200031404 4 4 0 1     5 3 3 1     
   59369.7200  5.4025 -7.7002 3 1897.6278 27  200031404 4 2 3 1     3 3 0 1     
   83812.9266  4.5786 -7.2010 3 1811.2903 27  200031404 4 1 4 1     3 2 1 1     
   95211.8279  4.7666 -7.5160 3 1732.2623  5  200031404 2 2 0 1     3 1 3 1     
  103323.5403  6.9470 -7.7243 3 2117.0084 33  200031404 5 3 2 1     4 4 1 1     
  119525.6716  8.3827 -8.7119 3 2386.3662 11  200031404 5 5 1 1     6 4 2 1     
  145155.3203  8.3287 -8.0662 3 2385.5137 33  200031404 5 5 0 1     6 4 3 1     
  203407.5200  0.0200 -3.5657 3  134.7832  7 -200031404 3 1 3 0     2 2 0 0     
  253898.1586  3.6654 -5.3653 3 1279.7979 63  20003140410 2 9 0     9 3 6 0     
  322465.1700  0.0500 -3.6110 3  314.4594 11 -200031404 5 1 5 0     4 2 2 0     
  346134.3059  6.4327 -6.7300 3 2034.3763 33  200031404 5 2 3 1     6 1 6 1     
  390607.7600  0.0400 -2.6125 3  210.7993 27 -200031404 4 1 4 0     3 2 1 0     
  404370.5872 60.9173 -7.4384 3 2527.6857 87  20003140414 312 0    13 4 9 0     
  423166.6901 37.4766 -7.2922 3 2406.7687 75  20003140412 6 7 0    13 310 0     
  467155.5992  5.8287 -5.9538 3 1518.7861 21  20003140410 3 7 0    11 210 0     
  489054.2600  0.0800 -2.5218 3  282.3071 27 -200031404 4 2 3 0     3 3 0 0     
  517181.9600  0.2100 -4.1772 3  583.9863 13 -200031404 6 2 4 0     7 1 7 0     
  520137.3200  0.4700 -3.5221 3  733.6831 39 -200031404 6 4 3 0     5 5 0 0     
  522443.0491  6.0284 -6.2306 3 1897.4534  9  200031404 4 2 2 1     3 3 1 1     
  533498.1662  2.1676 -4.6609 3 1033.1948 15  200031404 7 5 3 0     6 6 0 0     
