!Produced on 2013-10-29 02:22:33.096074
!Based on the ansatz of Andrew et al. 2009 (eq 1 - 5):
!2009 ApJ, 700, 1502
!Format:
!         8      5000       100        50
!(8ES18.9)
! radius            theta             dens_gas          T                 dens_dust         d2g_mass          d2g_num           r_dust            
   1.213301338e+00   1.313619894e+00   2.604656638e+08   0.000000000e+00   4.715706357e-06   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.326477145e+00   9.458103072e+08   0.000000000e+00   1.712380670e-05   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.339334396e+00   3.214700427e+09   0.000000000e+00   5.820184901e-05   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.352191646e+00   1.022727364e+10   0.000000000e+00   1.851638278e-04   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.365048897e+00   3.045524847e+10   0.000000000e+00   5.513894106e-04   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.377906148e+00   8.488819928e+10   0.000000000e+00   1.536892868e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.390763399e+00   2.214702510e+11   0.000000000e+00   4.009698075e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.403620650e+00   5.408369782e+11   0.000000000e+00   9.791802647e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.416477901e+00   1.236232794e+12   0.000000000e+00   2.238187852e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.429335152e+00   2.644947436e+12   0.000000000e+00   4.788652469e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.442192402e+00   5.296838530e+12   0.000000000e+00   9.589876363e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.455049653e+00   9.928858585e+12   0.000000000e+00   1.797610513e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.467906904e+00   1.742066861e+13   0.000000000e+00   3.153995674e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.480764155e+00   2.860969423e+13   0.000000000e+00   5.179758244e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.493621406e+00   4.397891554e+13   0.000000000e+00   7.962341314e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.506478657e+00   6.327887052e+13   0.000000000e+00   1.145658002e+00   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.519335907e+00   8.522280499e+13   0.000000000e+00   1.542950873e+00   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.213301338e+00   1.532193158e+00   1.074325373e+14   0.000000000e+00   1.945055991e+00   1.000000002e-05   1.810490602e-14   2.207729393e-02
   1.213301338e+00   1.545050409e+00   1.267648200e+14   0.000000000e+00   2.340869627e+00   1.019957811e-05   1.846624029e-14   2.207729393e-02
   1.213301338e+00   1.557907660e+00   1.400053264e+14   0.000000000e+00   9.476600088e+02   3.738623413e-03   6.768742543e-12   2.207729393e-02
   1.213301338e+00   1.570764911e+00   1.447349033e+14   0.000000000e+00   2.620622652e+04   1.000080458e-01   1.810636268e-10   2.207729393e-02
   1.250963081e+00   5.707963268e-01   1.883719814e-73   0.000000000e+00   3.410457015e-87   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   5.985732319e-01   1.079797729e-68   0.000000000e+00   1.954963636e-82   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   6.263501370e-01   4.546062774e-64   0.000000000e+00   8.230603915e-78   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   6.541270421e-01   1.405708796e-59   0.000000000e+00   2.545022560e-73   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   6.819039472e-01   3.192436087e-55   0.000000000e+00   5.779875524e-69   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   7.096808524e-01   5.324955414e-51   0.000000000e+00   9.640781717e-65   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   7.374577575e-01   6.523439745e-47   0.000000000e+00   1.181062633e-60   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   7.652346626e-01   5.869542478e-43   0.000000000e+00   1.062675148e-56   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   7.930115677e-01   3.878812262e-39   0.000000000e+00   7.022553135e-53   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   8.207884728e-01   1.882609236e-35   0.000000000e+00   3.408446323e-49   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   8.485653779e-01   6.711019877e-32   0.000000000e+00   1.215023840e-45   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   8.763422830e-01   1.757048625e-28   0.000000000e+00   3.181120019e-42   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   9.041191882e-01   3.378671366e-25   0.000000000e+00   6.117052745e-39   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   9.318960933e-01   4.771720936e-22   0.000000000e+00   8.639155896e-36   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   9.596729984e-01   4.949610655e-19   0.000000000e+00   8.961223560e-33   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   9.874499035e-01   3.770803957e-16   0.000000000e+00   6.827005114e-30   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.015226809e+00   2.109909295e-13   0.000000000e+00   3.819970944e-27   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.043003714e+00   8.670827213e-11   0.000000000e+00   1.569845116e-24   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.070780619e+00   2.617123359e-08   0.000000000e+00   4.738277237e-22   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.098557524e+00   5.801693353e-06   0.000000000e+00   1.050391128e-19   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.126334429e+00   9.446093992e-04   0.000000000e+00   1.710206437e-17   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.154111334e+00   1.129579156e-01   0.000000000e+00   2.045092443e-15   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.181888239e+00   9.920829648e+00   0.000000000e+00   1.796156881e-13   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.209665144e+00   6.399502749e+02   0.000000000e+00   1.158623957e-11   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.237442050e+00   3.031875634e+04   0.000000000e+00   5.489182333e-10   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.262190891e+00   7.272849230e+05   0.000000000e+00   1.316742516e-08   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.275048141e+00   3.440539399e+06   0.000000000e+00   6.229064237e-08   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.287905392e+00   1.523461170e+07   0.000000000e+00   2.758212126e-07   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.300762643e+00   6.314211807e+07   0.000000000e+00   1.143182112e-06   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.313619894e+00   2.449569724e+08   0.000000000e+00   4.434922957e-06   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.326477145e+00   8.894947068e+08   0.000000000e+00   1.610421805e-05   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.339334396e+00   3.023290180e+09   0.000000000e+00   5.473638448e-05   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.352191646e+00   9.618319550e+09   0.000000000e+00   1.741387712e-04   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.365048897e+00   2.864187682e+10   0.000000000e+00   5.185584872e-04   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.377906148e+00   7.983377149e+10   0.000000000e+00   1.445382928e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.390763399e+00   2.082834312e+11   0.000000000e+00   3.770951941e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.403620650e+00   5.086343696e+11   0.000000000e+00   9.208777446e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.416477901e+00   1.162624808e+12   0.000000000e+00   2.104921285e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.429335152e+00   2.487461520e+12   0.000000000e+00   4.503525698e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.442192402e+00   4.981453257e+12   0.000000000e+00   9.018874291e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.455049653e+00   9.337672776e+12   0.000000000e+00   1.690576878e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.467906904e+00   1.638340415e+13   0.000000000e+00   2.966199920e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.480764155e+00   2.690621088e+13   0.000000000e+00   4.871344186e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.493621406e+00   4.136031537e+13   0.000000000e+00   7.488246215e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.506478657e+00   5.951110910e+13   0.000000000e+00   1.077443036e+00   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.519335907e+00   8.014845405e+13   0.000000000e+00   1.451080226e+00   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.250963081e+00   1.532193158e+00   1.010357706e+14   0.000000000e+00   1.829243132e+00   1.000000002e-05   1.810490602e-14   2.207729393e-02
   1.250963081e+00   1.545050409e+00   1.192169672e+14   0.000000000e+00   2.201489164e+00   1.019957811e-05   1.846624029e-14   2.207729393e-02
   1.250963081e+00   1.557907660e+00   1.316691051e+14   0.000000000e+00   8.912342732e+02   3.738623413e-03   6.768742543e-12   2.207729393e-02
   1.250963081e+00   1.570764911e+00   1.361170728e+14   0.000000000e+00   2.464585087e+04   1.000080458e-01   1.810636268e-10   2.207729393e-02
   1.289793872e+00   5.707963268e-01   1.771545237e-73   0.000000000e+00   3.207365998e-87   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   5.985732319e-01   1.015496312e-68   0.000000000e+00   1.838546526e-82   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   6.263501370e-01   4.275347000e-64   0.000000000e+00   7.740475551e-78   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   6.541270421e-01   1.321999537e-59   0.000000000e+00   2.393467734e-73   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   6.819039472e-01   3.002328108e-55   0.000000000e+00   5.435686816e-69   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   7.096808524e-01   5.007856971e-51   0.000000000e+00   9.066677968e-65   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   7.374577575e-01   6.134972157e-47   0.000000000e+00   1.110730942e-60   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   7.652346626e-01   5.520014147e-43   0.000000000e+00   9.993933719e-57   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   7.930115677e-01   3.647830923e-39   0.000000000e+00   6.604363594e-53   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   8.207884728e-01   1.770500793e-35   0.000000000e+00   3.205475042e-49   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   8.485653779e-01   6.311381986e-32   0.000000000e+00   1.142669775e-45   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   8.763422830e-01   1.652417255e-28   0.000000000e+00   2.991685906e-42   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   9.041191882e-01   3.177473169e-25   0.000000000e+00   5.752785301e-39   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   9.318960933e-01   4.487567331e-22   0.000000000e+00   8.124698465e-36   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   9.596729984e-01   4.654863806e-19   0.000000000e+00   8.427587161e-33   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   9.874499035e-01   3.546254459e-16   0.000000000e+00   6.420460360e-30   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.015226809e+00   1.984265248e-13   0.000000000e+00   3.592493577e-27   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.043003714e+00   8.154483771e-11   0.000000000e+00   1.476361621e-24   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.070780619e+00   2.461274966e-08   0.000000000e+00   4.456115188e-22   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.098557524e+00   5.456205404e-06   0.000000000e+00   9.878408590e-20   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.126334429e+00   8.883583800e-04   0.000000000e+00   1.608364496e-17   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.154111334e+00   1.062313280e-01   0.000000000e+00   1.923308207e-15   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.181888239e+00   9.330049184e+00   0.000000000e+00   1.689196634e-13   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.209665144e+00   6.018415548e+02   0.000000000e+00   1.089628477e-11   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.237442050e+00   2.851328950e+04   0.000000000e+00   5.162304259e-10   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.262190891e+00   6.839754681e+05   0.000000000e+00   1.238331155e-08   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.275048141e+00   3.235656991e+06   0.000000000e+00   5.858126564e-08   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.287905392e+00   1.432739816e+07   0.000000000e+00   2.593961967e-07   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.300762643e+00   5.938203639e+07   0.000000000e+00   1.075106186e-06   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.313619894e+00   2.303699067e+08   0.000000000e+00   4.170825503e-06   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.326477145e+00   8.365257400e+08   0.000000000e+00   1.514521988e-05   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.339334396e+00   2.843254755e+09   0.000000000e+00   5.147686005e-05   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.352191646e+00   9.045553411e+09   0.000000000e+00   1.637688941e-04   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.365048897e+00   2.693626732e+10   0.000000000e+00   4.876785876e-04   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.377906148e+00   7.507971016e+10   0.000000000e+00   1.359311094e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.390763399e+00   1.958802566e+11   0.000000000e+00   3.546393631e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.403620650e+00   4.783454462e+11   0.000000000e+00   8.660399335e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.416477901e+00   1.093391080e+12   0.000000000e+00   1.979574271e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.429335152e+00   2.339334426e+12   0.000000000e+00   4.235342986e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.442192402e+00   4.684810196e+12   0.000000000e+00   8.481804819e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.455049653e+00   8.781619013e+12   0.000000000e+00   1.589903867e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.467906904e+00   1.540778060e+13   0.000000000e+00   2.789564192e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.480764155e+00   2.530395942e+13   0.000000000e+00   4.581258066e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.493621406e+00   3.889732919e+13   0.000000000e+00   7.042324883e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.506478657e+00   5.596725220e+13   0.000000000e+00   1.013281840e+00   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.519335907e+00   7.537565353e+13   0.000000000e+00   1.364669121e+00   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.289793872e+00   1.532193158e+00   9.501914081e+13   0.000000000e+00   1.720312614e+00   1.000000002e-05   1.810490602e-14   2.207729393e-02
   1.289793872e+00   1.545050409e+00   1.121176562e+14   0.000000000e+00   2.070391581e+00   1.019957811e-05   1.846624029e-14   2.207729393e-02
   1.289793872e+00   1.557907660e+00   1.238282755e+14   0.000000000e+00   8.381617161e+02   3.738623413e-03   6.768742543e-12   2.207729393e-02
   1.289793872e+00   1.570764911e+00   1.280113689e+14   0.000000000e+00   2.317820272e+04   1.000080458e-01   1.810636268e-10   2.207729393e-02
   1.329829998e+00   5.707963268e-01   1.666037213e-73   0.000000000e+00   3.016344712e-87   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   5.985732319e-01   9.550163379e-69   0.000000000e+00   1.729048102e-82   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   6.263501370e-01   4.020719906e-64   0.000000000e+00   7.279475592e-78   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   6.541270421e-01   1.243265133e-59   0.000000000e+00   2.250919835e-73   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   6.819039472e-01   2.823518276e-55   0.000000000e+00   5.111953295e-69   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   7.096808524e-01   4.709603738e-51   0.000000000e+00   8.526693293e-65   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   7.374577575e-01   5.769591258e-47   0.000000000e+00   1.044579073e-60   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   7.652346626e-01   5.191258339e-43   0.000000000e+00   9.398724419e-57   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   7.930115677e-01   3.430576842e-39   0.000000000e+00   6.211027122e-53   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   8.207884728e-01   1.665054973e-35   0.000000000e+00   3.014566376e-49   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   8.485653779e-01   5.935494637e-32   0.000000000e+00   1.074615724e-45   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   8.763422830e-01   1.554004143e-28   0.000000000e+00   2.813509892e-42   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   9.041191882e-01   2.988232212e-25   0.000000000e+00   5.410166327e-39   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   9.318960933e-01   4.220301019e-22   0.000000000e+00   7.640815320e-36   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   9.596729984e-01   4.377633808e-19   0.000000000e+00   7.925664855e-33   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   9.874499035e-01   3.335049973e-16   0.000000000e+00   6.038076624e-30   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.015226809e+00   1.866088245e-13   0.000000000e+00   3.378535225e-27   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.043003714e+00   7.668826700e-11   0.000000000e+00   1.388433865e-24   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.070780619e+00   2.314688668e-08   0.000000000e+00   4.190722073e-22   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.098557524e+00   5.131249857e-06   0.000000000e+00   9.290079627e-20   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.126334429e+00   8.354503675e-04   0.000000000e+00   1.512575036e-17   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.154111334e+00   9.990450255e-02   0.000000000e+00   1.808761627e-15   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.181888239e+00   8.774378894e+00   0.000000000e+00   1.588593050e-13   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.209665144e+00   5.659976418e+02   0.000000000e+00   1.024733410e-11   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.237442050e+00   2.681512184e+04   0.000000000e+00   4.854852600e-10   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.262190891e+00   6.432399008e+05   0.000000000e+00   1.164579793e-08   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.275048141e+00   3.042950777e+06   0.000000000e+00   5.509233775e-08   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.287905392e+00   1.347410046e+07   0.000000000e+00   2.439473222e-07   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.300762643e+00   5.584541695e+07   0.000000000e+00   1.011076024e-06   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.313619894e+00   2.166497526e+08   0.000000000e+00   3.922423403e-06   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.326477145e+00   7.867047272e+08   0.000000000e+00   1.424321513e-05   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.339334396e+00   2.673918864e+09   0.000000000e+00   4.841104966e-05   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.352191646e+00   8.506826853e+09   0.000000000e+00   1.540153005e-04   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.365048897e+00   2.533202246e+10   0.000000000e+00   4.586338852e-04   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.377906148e+00   7.060818343e+10   0.000000000e+00   1.278354523e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.390763399e+00   1.842142046e+11   0.000000000e+00   3.335180856e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.403620650e+00   4.498565983e+11   0.000000000e+00   8.144611421e-03   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.416477901e+00   1.028271923e+12   0.000000000e+00   1.861676650e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.429335152e+00   2.200010547e+12   0.000000000e+00   3.983098414e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.442192402e+00   4.405796679e+12   0.000000000e+00   7.976653469e-02   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.455049653e+00   8.258611611e+12   0.000000000e+00   1.495213868e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.467906904e+00   1.449013850e+13   0.000000000e+00   2.623425953e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.480764155e+00   2.379693002e+13   0.000000000e+00   4.308411809e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.493621406e+00   3.658071866e+13   0.000000000e+00   6.622904724e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.506478657e+00   5.263400726e+13   0.000000000e+00   9.529337533e-01   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.519335907e+00   7.088650129e+13   0.000000000e+00   1.283393442e+00   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.329829998e+00   1.532193158e+00   8.936008023e+13   0.000000000e+00   1.617855854e+00   1.000000002e-05   1.810490602e-14   2.207729393e-02
   1.329829998e+00   1.545050409e+00   1.054402584e+14   0.000000000e+00   1.947085147e+00   1.019957811e-05   1.846624029e-14   2.207729393e-02
   1.329829998e+00   1.557907660e+00   1.164534276e+14   0.000000000e+00   7.882432694e+02   3.738623413e-03   6.768742543e-12   2.207729393e-02
   1.329829998e+00   1.570764911e+00   1.203873882e+14   0.000000000e+00   2.179777714e+04   1.000080458e-01   1.810636268e-10   2.207729393e-02
   1.371108874e+00   5.707963268e-01   1.566799956e-73   0.000000000e+00   2.836676590e-87   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   5.985732319e-01   8.981309325e-69   0.000000000e+00   1.626057610e-82   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   6.263501370e-01   3.781226326e-64   0.000000000e+00   6.845874717e-78   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   6.541270421e-01   1.169210231e-59   0.000000000e+00   2.116844131e-73   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   6.819039472e-01   2.655335832e-55   0.000000000e+00   4.807460561e-69   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   7.096808524e-01   4.429076896e-51   0.000000000e+00   8.018802082e-65   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   7.374577575e-01   5.425926417e-47   0.000000000e+00   9.823588770e-61   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   7.652346626e-01   4.882041812e-43   0.000000000e+00   8.838890804e-57   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   7.930115677e-01   3.226235045e-39   0.000000000e+00   5.841068220e-53   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   8.207884728e-01   1.565876223e-35   0.000000000e+00   2.835004180e-49   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   8.485653779e-01   5.581947786e-32   0.000000000e+00   1.010606399e-45   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   8.763422830e-01   1.461440119e-28   0.000000000e+00   2.645923596e-42   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   9.041191882e-01   2.810238607e-25   0.000000000e+00   5.087910579e-39   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   9.318960933e-01   3.968919419e-22   0.000000000e+00   7.185691298e-36   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   9.596729984e-01   4.116880704e-19   0.000000000e+00   7.453573813e-33   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   9.874499035e-01   3.136398220e-16   0.000000000e+00   5.678419492e-30   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   1.015226809e+00   1.754934978e-13   0.000000000e+00   3.177293279e-27   1.000000000e-05   1.810490599e-14   2.207729393e-02
   1.371108874e+00   1.043003714e+00   7.212034184e-11   0.000000000e+00   1.305732009e-24   1.000000000e-05   1.810490599e-14   2.207729393e-02
