! 2011-06-15 Wed 16:09:57
!   1. More species are included.
!23456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678912345678912345678912345612345612312123
CH2         Si                      HCSi        H                                    1.00E-10     0.00      0.0    10   300  5 C NN
CH2         N2                      HCN         NH                                   8.00E-12     0.00  18000.0  1500  2000  5 A NN
CH2         HCO                     CO          CH3                                  3.00E-11     0.00      0.0    10  2500  5 A NN
CH2         NO                      HCN         OH                                   3.65E-12     0.00      0.0   300  2000  5 A NN
CH2         NO                      H2CO        N                                    2.70E-12     0.00   3500.0   116   300  5 C NN
CH2         H2CO                    HCO         CH3                                  3.30E-13     0.00   3270.0   109   300  5 C NN
CH2         HNO                     NO          CH3                                  1.70E-11     0.00      0.0    10   300  5 C NN
CH2         O2                      CO2         H           H                        3.65E-11    -3.30   1443.0  1000  1828  5 B NN
CH2         O2                      CO2         H2                                   2.92E-11    -3.30   1443.0  1000  1828  5 B NN
CH2         O2                      HCO         OH                                   4.10E-11     0.00    750.0   300  2500  5 C NN
CH2         O2                      H2CO        O                                    3.65E-11    -3.30   1443.0  1000  1828  5 B NN
CH2         O2                      CO          H2O                                  2.48E-10    -3.30   1443.0  1000  1828  5 B NN
CH2         S                       HCS         H                                    1.00E-10     0.00      0.0    10   300  5 C NN
CH2         S                       CS          H2                                   1.00E-10     0.00      0.0    10   300  5 C NN
CH2         NO2                     H2CO        NO                                   6.91E-11     0.00      0.0   295   295  5 A NN
NH          NH                      N2          H           H                        1.16E-09     0.00      0.0   298   298  5 A NN
NH          NH                      N2          H2                                   1.70E-11     0.00      0.0    10   300  5 C NN
NH          O                       OH          N                                    1.16E-11     0.00      0.0   250  3000  5 A NN
NH          O                       NO          H                                    1.16E-10     0.00      0.0   250  3000  5 A NN
NH          CH4                     CH3         NH2                                  6.63E-16     6.13   5895.0   300  2000  5 A NN
NH          OH                      HNO         H                                    3.32E-11     0.00      0.0   298  3000  5 A NN
NH          OH                      NH2         O                                    2.93E-12     0.10   5800.0   298  3000  5 A NN
NH          OH                      H2O         N                                    3.11E-12     1.20      0.0   298  3000  5 A NN
NH          NH3                     NH2         NH2                                  5.25E-10     0.00  13470.0  1300  1700  5 A NN
NH          H2O                     OH          NH2                                  1.83E-12     1.60  14090.0   600  3000  5 A NN
NH          CN                      HCN         N                                    2.94E-12     0.50   1000.0    33   300  5 C NN
NH          NO                      N2O         H                                    1.16E-10    -1.03    420.0   295  4000  5 B NN
NH          NO                      N2          O           H                        5.00E-11     0.00      0.0   300  2500  5 C NN
NH          NO                      N2          OH                                   1.46E-11    -0.58     37.0   295  4000  5 A NN
NH          S                       HS          N                                    1.73E-11     0.50   4000.0   133   300  5 C NN
NH          S                       NS          H                                    1.00E-10     0.00      0.0    10   300  5 C NN
NH          NO2                     HNO         NO                                   5.72E-12     0.50   2500.0    83   300  5 C NN
CH3         CH3                     CH4         CH2                                  7.13E-12     0.00   5052.0  1950  2300  5 A NN
CH3         CH3                     C2H4        H2                                   1.66E-08     0.00  16556.0   300  2651  5 C NN
CH3         CH3                     C2H5        H                                    1.46E-11     0.10   5335.0   200  3000  5 A NN
CH3         O                       H2CO        H                                    1.30E-10     0.00      0.0    10  2500  5 A NN
CH3         O                       CO          H2          H                        3.60E-11     0.00    202.0   354   925  5 A NN
CH3         OH                      CH4         O                                    3.27E-14     2.20   2240.0   298  2500  5 A NN
CH3         OH                      H2O         CH2                                  1.20E-10     0.00   1400.0   300  1000  5 A NN
CH3         OH                      H2CO        H2                                   1.70E-12     0.00      0.0   700   700  5 A NN
CH3         OH                      HOCH        H2                                   9.10E-11     0.00   1500.0   300   700  5 A NN
CH3         NH3                     CH4         NH2                                  9.55E-14     0.00   4890.0   300  2500  5 C NN
CH3         H2O                     OH          CH4                                  2.30E-15     3.47   6681.0   300  3000  5 A NN
CH3         CN                      HCN         CH2                                  9.21E-12     0.70   1500.0    50   300  5 C NN
CH3         Si                      SiCH2       H                                    1.00E-10     0.00      0.0    10   300  5 C NN
CH3         HCO                     CO          CH4                                  2.00E-10     0.00      0.0   300  2500  5 A NN
CH3         NO                      HCN         H2O                                  4.00E-12     0.00   7900.0  1100  2080  5 A NN
CH3         H2CO                    HCO         CH4                                  1.34E-15     5.05   1636.0   300  2500  5 A NN
CH3         HNO                     NO          CH4                                  3.32E-12     0.00      0.0    10   913  5 C NN
CH3         O2                      HCO         H2O                                  1.66E-12     0.00      0.0  1700  2000  5 A NN
CH3         O2                      H2CO        OH                                   5.64E-13     0.00   4500.0   298  3000  5 B NN
CH3         S                       H2CS        H                                    1.40E-10     0.00      0.0    10   300  5 C NN
CH3         NO2                     H2CO        HNO                                  5.41E-12     0.00      0.0   298   298  5 A NN
CH3         O2H                     O2          CH4                                  6.00E-12     0.00      0.0    10  2500  5 A NN
CH3         H2S                     HS          CH4                                  3.30E-13     0.00   1105.0   300  2500  5 C NN
O           NH2                     OH          NH                                   1.39E-11     0.00     40.0   200  3000  5 A NN
O           NH2                     NO          H2                                   8.30E-12     0.00      0.0   298  3000  5 A NN
O           NH2                     HNO         H                                    4.56E-11     0.00    -10.0   200  3000  5 A NN
O           CH4                     OH          CH3                                  2.29E-12     2.20   3820.0   298  2500  5 A NN
O           NH3                     OH          NH2                                  1.89E-11     0.00   4003.0   298  2500  5 A NN
O           H2O                     OH          OH                                   1.85E-11     0.95   8571.0   300  2500  5 C NN
O           C2                      CO          C                                    1.00E-10     0.00      0.0    10   300  5 C NN
O           C2H                     CO          CH                                   1.70E-11     0.00      0.0   290  2500  5 A NN
O           CN                      NO          C                                    3.81E-11     0.50  14545.0   484 41000  5 C NN
O           CN                      CO          N                                    4.36E-11     0.46    364.0   300  5000  5 B NN
O           C2H2                    C2H         OH                                   5.30E-09     0.00   8520.0   284   300  5 C NN
O           C2H2                    CO          CH2                                  8.39E-12     1.03   1197.0   230  2570  5 A NN
O           HCN                     CN          OH                                   6.21E-10     0.00  12439.0   300  4000  5 A NN
O           HCN                     CO          NH                                   7.30E-13     1.14   3742.0   300  2600  5 A NN
O           HCN                     OCN         H                                    1.36E-12     1.38   3693.0   300  2600  5 A NN
O           C2H3                    CH2CO       H                                    1.60E-10     0.00      0.0    10  2500  5 A NN
O           H2CN                    OCN         H2                                   1.00E-10     0.00      0.0    10   300  5 C NN
O           C2H4                    H2CO        CH2                                  4.20E-11     0.00   2520.0   226  2500  5 C NN
O           C2H4                    C2H3        OH                                   2.42E-13     2.13   1338.0   290  2300  5 A NN
O           C2H4                    HCO         CH3                                  1.52E-12     1.55    215.0   298  2500  5 A NN
O           C2H4                    CH2CO       H2                                   5.11E-14     1.88     92.0   300  2000  5 A NN
O           HCO                     CO2         H                                    5.00E-11     0.00      0.0    10  2500  5 A NN
O           HCO                     CO          OH                                   5.00E-11     0.00      0.0    10  2500  5 A NN
O           C2H5                    H2CO        CH3                                  2.67E-11     0.00      0.0    10  2500  5 A NN
O           C2H5                    CH3CHO      H                                    1.33E-10     0.00      0.0    10  2500  5 A NN
O           SiH                     SiO         H                                    1.00E-10     0.00      0.0    10   300  5 C NN
O           NO                      O2          N                                    1.18E-11     0.00  20413.0   200  5000  5 A NN
!O           H2CO                    CO          OH          H                        1.00E-10     0.00      0.0  1750  2575  5 A NN
!O           H2CO                    HCO         OH                                   1.07E-11     1.17   1242.0   250  2500  5 A NN
O           SiH2                    SiO         H2                                   8.00E-11     0.00      0.0    10   300  5 C NN
O           SiH2                    SiO         H           H                        1.20E-10     0.00      0.0    10   300  5 C NN
O           HNO                     NO          OH                                   6.00E-11     0.00      0.0    10  2500  5 A NN
O           HNO                     O2          NH                                   2.94E-12     0.50   3500.0   116   300  5 C NN
O           HNO                     NO2         H                                    1.00E-12     0.00      0.0    10   300  5 C NN
O           SiH3                    H2SiO       H                                    1.40E-10     0.00      0.0    10   300  5 C NN
O           PH                      PO          H                                    1.00E-10     0.00      0.0    10   300  5 C NN
O           SiH4                    SiH3        OH                                   1.98E-11     0.00   1183.0   280  1000  5 A NN
O           PH2                     PH          OH                                   2.00E-11     0.00      0.0    10   300  5 C NN
O           PH2                     PO          H2                                   4.00E-11     0.00      0.0    10   300  5 C NN
O           PH2                     HPO         H                                    8.00E-11     0.00      0.0    10   300  5 C NN
O           HS                      S           OH                                   1.74E-11     0.67    956.0   298  2500  5 A NN
O           H2O2                    O2H         OH                                   8.54E-14     3.25   1200.0   200  2500  5 A NN
O           H2S                     HS          OH                                   2.98E-12     1.62   1462.0   200  2000  5 A NN
O           C3                      CO          C2                                   5.00E-12     0.00    900.0    10   300  5 C NN
O           C3H                     CO          C2H                                  1.70E-11     0.00      0.0    10   300  5 C NN
O           C2N                     CO          CN                                   6.00E-12     0.00      0.0   298   298  5 A NN
O           H2CCC                   CO          C2H2                                 5.00E-11     0.50      0.0    10   300  5 C NN
O           C2O                     CO          CO                                   8.59E-11     0.00      0.0   295   295  5 A NN
O           SiC                     SiO         C                                    5.00E-11     0.00      0.0    10   300  5 C NN
O           SiC                     Si          CO                                   5.00E-11     0.00      0.0    10   300  5 C NN
O           HCSi                    SiO         CH                                   2.00E-11     0.00      0.0    10   300  5 C NN
O           OCN                     NO          CO                                   9.43E-11    -0.09    100.0    10  2500  5 A NN
O           OCN                     O2          CN                                   4.02E-10    -1.43   3501.0   500  2500  5 A NN
O           SiN                     NO          Si                                   5.00E-11     0.00      0.0    10   300  5 C NN
O           SiN                     SiO         N                                    5.75E-11     0.10    200.0    10  3560  5 A NN
O           CP                      P           CO                                   4.00E-11     0.00      0.0    10   300  5 C NN
O           HCP                     PH          CO                                   3.61E-13     2.10   3080.0    10   300  5 C NN
O           N2O                     NO          NO                                   1.15E-10     0.00  13400.0   300  4100  5 C NN
O           N2O                     O2          N2                                   1.66E-10     0.00  14100.0   300  4100  5 C NN
O           CS                      S           CO                                   2.48E-10    -0.65    783.0   150   906  5 A NN
O           HCS                     OCS         H                                    5.00E-11     0.00      0.0    10   300  5 C NN
O           HCS                     OH          CS                                   5.00E-11     0.00      0.0    10   300  5 C NN
O           CH2PH                   PH2         CO          H                        4.00E-11     0.00      0.0    10   300  5 C NN
O           NS                      S           NO                                   1.00E-10     0.00      0.0    10   300  5 C NN
O           NS                      SO          N                                    1.00E-11     0.00      0.0   133   300  5 C NN
O           HPO                     PO          OH                                   3.80E-11     0.00      0.0    10   300  5 C NN
O           SO                      S           O2                                   6.60E-13     0.00   2760.0    92   300  5 C NN
O           SiNC                    SiN         CO                                   1.00E-11     0.00      0.0    10   300  5 C NN
O           SiC2                    SiC         CO                                   4.00E-11     0.00      0.0    10   300  5 C NN
O           CCP                     CP          CO                                   6.00E-12     0.00      0.0    10   300  5 C NN
O           HC2P                    HCP         CO                                   4.00E-11     0.00      0.0    10   300  5 C NN
O           OCS                     CO2         S                                    8.30E-11     0.00   5530.0  1200  1900  5 A NN
O           OCS                     SO          CO                                   1.60E-11     0.00   2150.0   200  2500  5 C NN
O           SO2                     SO          O2                                   9.01E-12     0.00   9837.0   440  3760  5 A NN
O           S2                      SO          S                                    1.70E-11     0.00      0.0   298  2500  5 C NN
NH2         CH4                     CH3         NH3                                  2.90E-13     2.87   5380.0   298  2500  5 A NN
NH2         OH                      NH3         O                                    2.08E-13     0.76    262.0   298  2500  5 A NN
NH2         NO                      N2          OH          H                        1.49E-12     0.00      0.0  1500  2150  5 A NN
NH2         NO                      N2          H2O                                  4.27E-11    -2.50    331.0   210  3000  5 A NN
CH4         OH                      H2O         CH3                                  3.77E-13     2.42   1162.0   178  3000  5 A NN
CH4         CN                      HCN         CH3                                  3.14E-12     1.53    504.0   160  2500  5 C NN
CH4         S                       HS          CH3                                  3.39E-10     0.00  10019.0  1140  1480  5 A NN
OH          OH                      H2O         O                                    1.65E-12     1.14     50.0   200  2500  5 A NN
OH          NH3                     H2O         NH2                                  1.47E-13     2.05      7.0   200  3000  5 A NN
OH          F                       HF          O                                    1.60E-10     0.00      0.0    10   300  5 B NN
OH          CN                      HCN         O                                    1.00E-11     0.00   1000.0   500  2500  5 A NN
OH          CN                      OCN         H                                    7.00E-11     0.00      0.0   500  2500  5 A NN
OH          C2H2                    C2H         H2O                                  1.05E-13     2.68   6060.0   300  2500  5 A NN
OH          C2H2                    CH2CO       H                                    1.84E-11     0.00   5027.0   500  2500  5 A NN
OH          HCN                     CN          H2O                                  1.87E-13     1.50   3887.0   298  2840  5 A NN
OH          HCN                     CO          NH2                                  1.07E-13     0.00   5892.0   500  2500  5 A NN
OH          C2H3                    C2H2        H2O                                  5.00E-11     0.00      0.0    10  2500  5 A NN
OH          CO                      CO2         H                                    2.81E-13     0.00    176.0    80  3150  5 A NN
