    12   1.94778E+03   6.08765E-01   1.34277E-01   6.20850E-01   1.46484E-01   1   1   0   1
    12   6.61503E+02   5.96680E-01   1.34277E-01   6.08765E-01   1.46484E-01   1   1   0   1
    12   5.41869E+02   6.45020E-01   1.46484E-01   6.57104E-01   1.58691E-01   1   1   0   1
    12   1.48226E+03   6.57104E-01   1.46484E-01   6.69189E-01   1.58691E-01   1   1   0   1
    12   1.73723E+02   6.81274E-01   1.58691E-01   6.93359E-01   1.70898E-01   1   1   0   1
    12   6.10490E+01   6.69189E-01   1.58691E-01   6.81274E-01   1.70898E-01   0   1   0   1
    12   6.05249E+01   6.20850E-01   1.46484E-01   6.32935E-01   1.58691E-01   0   1   0   1
    12   1.86867E+02   6.32935E-01   1.46484E-01   6.45020E-01   1.58691E-01   1   1   0   1
    13   5.08857E+02   5.18127E-01   1.15967E-01   5.24170E-01   1.22070E-01   1   1   0   1
    13   2.58705E+02   5.12085E-01   1.15967E-01   5.18127E-01   1.22070E-01   1   1   0   1
    13   1.28322E+02   5.06042E-01   1.15967E-01   5.12085E-01   1.22070E-01   1   1   0   1
    13   6.20269E+01   5.00000E-01   1.15967E-01   5.06042E-01   1.22070E-01   0   1   0   1
    13   6.01047E+01   5.24170E-01   1.22070E-01   5.30212E-01   1.28174E-01   0   1   0   1
    13   1.20262E+02   5.30212E-01   1.22070E-01   5.36255E-01   1.28174E-01   1   1   0   1
    13   2.35025E+02   5.36255E-01   1.22070E-01   5.42297E-01   1.28174E-01   1   1   0   1
    13   4.49061E+02   5.42297E-01   1.22070E-01   5.48340E-01   1.28174E-01   1   1   0   1
    13   3.08603E+02   5.84595E-01   1.34277E-01   5.96680E-01   1.40381E-01   1   1   0   1
    13   5.85725E+01   5.72510E-01   1.34277E-01   5.78552E-01   1.40381E-01   0   1   0   1
    13   1.10453E+02   5.78552E-01   1.34277E-01   5.84595E-01   1.40381E-01   1   1   0   1
    13   1.14497E+02   5.54382E-01   1.28174E-01   5.60425E-01   1.34277E-01   1   1   0   1
    13   5.90129E+01   5.48340E-01   1.28174E-01   5.54382E-01   1.34277E-01   0   1   0   1
    13   4.04354E+02   5.66467E-01   1.28174E-01   5.72510E-01   1.34277E-01   1   1   0   1
    13   2.17405E+02   5.60425E-01   1.28174E-01   5.66467E-01   1.34277E-01   1   1   0   1
    12   8.97313E+02   8.02124E-01   1.83105E-01   8.14209E-01   1.95312E-01   1   1   0   1
    12   3.91431E+02   7.90039E-01   1.83105E-01   8.02124E-01   1.95312E-01   1   1   0   1
    12   1.64171E+02   7.77954E-01   1.83105E-01   7.90039E-01   1.95312E-01   1   1   0   1
    12   6.60417E+01   7.65869E-01   1.83105E-01   7.77954E-01   1.95312E-01   0   1   0   1
    12   4.21432E+02   7.41699E-01   1.70898E-01   7.53784E-01   1.83105E-01   1   1   0   1
    12   1.01823E+03   7.53784E-01   1.70898E-01   7.65869E-01   1.83105E-01   1   1   0   1
    12   1.19955E+03   7.05444E-01   1.58691E-01   7.17529E-01   1.70898E-01   1   1   0   1
    12   4.68228E+02   6.93359E-01   1.58691E-01   7.05444E-01   1.70898E-01   1   1   0   1
