  3.72720e+12  3.09124e+11  8.64083e-16      749.363
  3.73147e+12  2.52475e+11  8.85006e-16      752.114
  3.73487e+12  1.95768e+11  9.02109e-16      755.724
  3.73742e+12  1.39015e+11  9.15152e-16      750.325
  3.73910e+12  8.22304e+10  9.23953e-16      751.426
  3.73991e+12  2.54267e+10  9.28385e-16      751.133
  3.72802e+12  3.09192e+11  8.63770e-16      751.628
  3.73228e+12  2.52531e+11  8.84689e-16      751.295
  3.73569e+12  1.95811e+11  9.01789e-16      751.642
  3.73823e+12  1.39046e+11  9.14830e-16      752.344
  3.73991e+12  8.22484e+10  9.23629e-16      746.904
  3.74073e+12  2.54322e+10  9.28060e-16      749.650
  3.72883e+12  3.09259e+11  8.63457e-16      750.816
  3.73310e+12  2.52586e+11  8.84373e-16      747.818
  3.73650e+12  1.95853e+11  9.01469e-16      751.165
  3.73905e+12  1.39076e+11  9.14508e-16      749.013
  3.74073e+12  8.22663e+10  9.23305e-16      746.912
  3.74155e+12  2.54378e+10  9.27736e-16      748.191
  3.72965e+12  3.09327e+11  8.63145e-16      747.350
  3.73391e+12  2.52641e+11  8.84056e-16      744.994
  3.73732e+12  1.95896e+11  9.01150e-16      749.849
  3.73986e+12  1.39106e+11  9.14186e-16      745.278
  3.74155e+12  8.22843e+10  9.22982e-16      742.543
  3.74236e+12  2.54433e+10  9.27411e-16      748.077
  3.72533e+12  3.66022e+11  8.38395e-16      749.446
  3.73046e+12  3.09394e+11  8.62832e-16      744.174
  3.73473e+12  2.52696e+11  8.83740e-16      743.739
  3.73814e+12  1.95939e+11  9.00830e-16      747.259
  3.74068e+12  1.39137e+11  9.13864e-16      742.539
  3.74236e+12  8.23023e+10  9.22658e-16      741.344
  3.74318e+12  2.54489e+10  9.27087e-16      742.252
  3.72614e+12  3.66102e+11  8.38087e-16      745.476
  3.73127e+12  3.09462e+11  8.62520e-16      744.335
  3.73554e+12  2.52751e+11  8.83424e-16      742.202
  3.73895e+12  1.95982e+11  9.00511e-16      746.110
  3.74150e+12  1.39167e+11  9.13543e-16      741.026
  3.74318e+12  8.23202e+10  9.22335e-16      738.504
  3.74400e+12  2.54544e+10  9.26763e-16      739.198
  3.72696e+12  3.66182e+11  8.37780e-16      746.775
  3.73209e+12  3.09529e+11  8.62208e-16      742.859
  3.73636e+12  2.52806e+11  8.83107e-16      740.935
  3.73977e+12  1.96025e+11  9.00191e-16      741.282
  3.74231e+12  1.39197e+11  9.13221e-16      738.924
  3.74400e+12  8.23382e+10  9.22012e-16      736.569
  3.74482e+12  2.54600e+10  9.26439e-16      736.016
  3.72777e+12  3.66262e+11  8.37472e-16      744.787
