9.093170000000000073e+02 3.752208889832926354e+26
9.095880459387265091e+02 3.752208889832926354e+26
9.098590918774531247e+02 3.752208889832926354e+26
9.101301378161796265e+02 3.752208889832926354e+26
9.104011837549062420e+02 3.752208889832926354e+26
9.106722296936327439e+02 3.752208889832926354e+26
9.109432756323593594e+02 3.752208889832926354e+26
9.112143215710858613e+02 3.752208889832926354e+26
9.114853675098124768e+02 4.647748585569350668e+26
9.117564134485389786e+02 4.647748585569350668e+26
9.120274593872655942e+02 4.665233878995972428e+26
9.122985053259920960e+02 5.307649563024267170e+26
9.125695512647187115e+02 6.325586312747041742e+26
9.128405972034452134e+02 6.860013424925944853e+26
9.131116431421717152e+02 7.447721903340478267e+26
9.133826890808983308e+02 8.987403299194519941e+26
9.136537350196248326e+02 9.540366323289198547e+26
9.139247809583514481e+02 1.024510619697761782e+27
9.141958268970779500e+02 1.054813458692052640e+27
9.144668728358045655e+02 1.087558985673624556e+27
9.147379187745310674e+02 1.188377086334545387e+27
9.150089647132576829e+02 1.188377086334545387e+27
9.152800106519841847e+02 1.228608270051333949e+27
9.155510565907108003e+02 1.311449537921065215e+27
9.158221025294373021e+02 1.374700523176978792e+27
9.160931484681639176e+02 1.522162332547412775e+27
9.163641944068904195e+02 1.542904543290409462e+27
9.166352403456169213e+02 1.648731842819257231e+27
9.169062862843435369e+02 1.669729203766762407e+27
9.171773322230700387e+02 1.859395858730037214e+27
9.174483781617966542e+02 1.880727166268737409e+27
9.177194241005231561e+02 1.923386029137247690e+27
9.179904700392497716e+02 2.026196552718669956e+27
9.182615159779762735e+02 2.148556084616121729e+27
9.185325619167028890e+02 2.230035300658843800e+27
9.188036078554293908e+02 2.331198604537629429e+27
9.190746537941560064e+02 2.373497255352715847e+27
9.193456997328825082e+02 2.525904476039949577e+27
9.196167456716091237e+02 2.788439027643779791e+27
9.198877916103356256e+02 2.899298039293893781e+27
9.201588375490621274e+02 3.057757572920427963e+27
9.204298834877887430e+02 3.227173556505274712e+27
9.207009294265152448e+02 3.278364942389264852e+27
9.209719753652418603e+02 3.304108847582408807e+27
9.212430213039683622e+02 3.329016010193119884e+27
9.215140672426949777e+02 3.329016010193119884e+27
9.217851131814214796e+02 3.377055540609650470e+27
9.220561591201480951e+02 3.441274595759141416e+27
9.223272050588745969e+02 3.428119351391386777e+27
9.225982509976012125e+02 3.600672181608133740e+27
9.228692969363277143e+02 3.719793557233660035e+27
9.231403428750542162e+02 3.830367401008146032e+27
9.234113888137808317e+02 3.846014112078749307e+27
9.236824347525073335e+02 3.821474665939242037e+27
9.239534806912339491e+02 3.847289863101292577e+27
9.242245266299604509e+02 3.725091676186103425e+27
9.244955725686870665e+02 3.724281199065899665e+27
9.247666185074135683e+02 3.848490569946039153e+27
9.250376644461401838e+02 3.817234669893730951e+27
9.253087103848666857e+02 3.878770895686990865e+27
9.255797563235933012e+02 3.785791159396931011e+27
9.258508022623198030e+02 3.942108181747370367e+27
9.261218482010464186e+02 3.963195595708231852e+27
9.263928941397729204e+02 4.036251102793278998e+27
9.266639400784994223e+02 3.916405550852015419e+27
9.269349860172260378e+02 3.897907161025138822e+27
9.272060319559525396e+02 3.794909026999224543e+27
9.274770778946791552e+02 3.885900092577673071e+27
9.277481238334056570e+02 3.969574350820947655e+27
9.280191697721322726e+02 3.870365947773765389e+27
9.282902157108587744e+02 3.837721730432218874e+27
9.285612616495853899e+02 3.942445880547455496e+27
9.288323075883118918e+02 3.910777237517266020e+27
9.291033535270385073e+02 3.915767675340743509e+27
9.293743994657650092e+02 3.544494110109555122e+27
9.296454454044916247e+02 3.458681092799075822e+27
9.299164913432181265e+02 3.306664101836384908e+27
9.301875372819446284e+02 3.251851834373705594e+27
9.304585832206712439e+02 3.223511400628797631e+27
9.307296291593977458e+02 3.219065033094345358e+27
9.310006750981243613e+02 3.234895602400550261e+27
9.312717210368508631e+02 3.253866770547546039e+27
9.315427669755774787e+02 3.224438196224585993e+27
9.318138129143039805e+02 3.267018262706410569e+27
9.320848588530305960e+02 3.225725203873798493e+27
9.323559047917570979e+02 3.172293749282577824e+27
9.326269507304837134e+02 3.051427596523279738e+27
9.328979966692102153e+02 3.139060435145327525e+27
9.331690426079368308e+02 3.215477921395665521e+27
9.334400885466633326e+02 3.206176195557769262e+27
9.337111344853898345e+02 3.346471285948622416e+27
9.339821804241164500e+02 3.379922228201483131e+27
9.342532263628429519e+02 3.444231336364329562e+27
9.345242723015695674e+02 3.324348262334167635e+27
9.347953182402960692e+02 3.456493555016303528e+27
9.350663641790226848e+02 3.401677535344734105e+27
9.353374101177491866e+02 3.579370891740551948e+27
9.356084560564758021e+02 3.435770105317756290e+27
9.358795019952023040e+02 3.248928863648525686e+27
9.361505479339289195e+02 3.236861759858823129e+27
9.364215938726554214e+02 3.249292827910839384e+27
9.366926398113819232e+02 3.138246205816234206e+27
9.369636857501085387e+02 3.063719832846372382e+27
9.372347316888350406e+02 3.008419778228015099e+27
9.375057776275616561e+02 2.956537985908294813e+27
9.377768235662881580e+02 3.040677518053908358e+27
9.380478695050147735e+02 3.000877838359450519e+27
9.383189154437412753e+02 2.979148796678428113e+27
9.385899613824678909e+02 2.986488117266941616e+27
9.388610073211943927e+02 3.018622034199470603e+27
9.391320532599210082e+02 3.018622034199470603e+27
9.394030991986475101e+02 3.040771323276154502e+27
9.396741451373741256e+02 3.009297795108235884e+27
9.399451910761006275e+02 3.045296487197292480e+27
9.402162370148271293e+02 3.111699327920666161e+27
9.404872829535537448e+02 3.163059563204699139e+27
9.407583288922802467e+02 3.341589662182949860e+27
9.410293748310068622e+02 3.449874658534638300e+27
9.413004207697333641e+02 3.504191634423859425e+27
9.415714667084599796e+02 3.518750204916411167e+27
9.418425126471864814e+02 3.645053308357077354e+27
9.421135585859130970e+02 3.641995258111863395e+27
9.423846045246395988e+02 3.749342202241093693e+27
9.426556504633662144e+02 3.664932511055412595e+27
9.429266964020927162e+02 3.489167790028968721e+27
9.431977423408193317e+02 3.539267283126017768e+27
9.434687882795458336e+02 3.424288346114867955e+27
9.437398342182723354e+02 3.443083160444040674e+27
9.440108801569989510e+02 3.413808426685564129e+27
9.442819260957254528e+02 3.552272439138179017e+27
9.445529720344520683e+02 3.435158495268713498e+27
9.448240179731785702e+02 3.464512025413876848e+27
9.450950639119051857e+02 3.293887830566503854e+27
9.453661098506316876e+02 3.356891170035688337e+27
9.456371557893583031e+02 3.372380288332918551e+27
9.459082017280848049e+02 3.400225430504368875e+27
9.461792476668114205e+02 3.393422675787102019e+27
9.464502936055379223e+02 3.458726119305753839e+27
9.467213395442645378e+02 3.538040310819042625e+27
9.469923854829910397e+02 3.756598974234030831e+27
9.472634314217175415e+02 3.748310344796389407e+27
9.475344773604441571e+02 3.600555863132548588e+27
9.478055232991706589e+02 3.508352834082684255e+27
9.480765692378972744e+02 3.537184807192160298e+27
9.483476151766237763e+02 3.587554459329277448e+27
9.486186611153503918e+02 3.630123269184432794e+27
9.488897070540768937e+02 3.709782663915585279e+27
9.491607529928035092e+02 3.705017358625497876e+27
9.494317989315300110e+02 3.705017358625497876e+27
9.497028448702566266e+02 3.705017358625497876e+27
9.499738908089831284e+02 3.705017358625497876e+27
9.502449367477097439e+02 3.687010508163188809e+27
9.505159826864362458e+02 3.687010508163188809e+27
9.507870286251627476e+02 3.687010508163188809e+27
9.510580745638893632e+02 3.687010508163188809e+27
9.513291205026158650e+02 3.725571958924002275e+27
9.516001664413424805e+02 3.745327338728972693e+27
9.518712123800689824e+02 3.665063838366556537e+27
9.521422583187955979e+02 3.746464258022591802e+27
9.524133042575220998e+02 3.711002131804781303e+27
9.526843501962487153e+02 3.665697961668938337e+27
9.529553961349752171e+02 3.658598782449374809e+27
9.532264420737018327e+02 3.689745868443877528e+27
9.534974880124283345e+02 3.520292362770132981e+27
9.537685339511549500e+02 3.491783079625182178e+27
9.540395798898814519e+02 3.661063983689994326e+27
9.543106258286079537e+02 3.554868967689943575e+27
9.545816717673345693e+02 3.707899055052889326e+27
9.548527177060610711e+02 3.743747658786353082e+27
9.551237636447876866e+02 3.668159410700668294e+27
9.553948095835141885e+02 3.679386019699048964e+27
9.556658555222408040e+02 3.542415386384587762e+27
9.559369014609673059e+02 3.349945831380607760e+27
9.562079473996939214e+02 3.371254625665969221e+27
9.564789933384204232e+02 3.393839170973873403e+27
9.567500392771470388e+02 3.341878582267467412e+27
9.570210852158735406e+02 3.273438292116914279e+27
9.572921311546001562e+02 3.257952926028574174e+27
9.575631770933266580e+02 3.244944017807522815e+27
9.578342230320531598e+02 3.256512077814877624e+27
9.581052689707797754e+02 3.203504622828208008e+27
9.583763149095062772e+02 3.216430982453683002e+27
9.586473608482328927e+02 2.969205443120370933e+27
9.589184067869593946e+02 2.882154196876246710e+27
9.591894527256860101e+02 2.898742712378198236e+27
9.594604986644125120e+02 2.978859876593911111e+27
9.597315446031391275e+02 3.030775438793639635e+27
9.600025905418656293e+02 2.957997595166439712e+27
9.602736364805922449e+02 2.978717292656097390e+27
9.605446824193187467e+02 2.834039622281919429e+27
9.608157283580453623e+02 2.819533582713825373e+27
9.610867742967718641e+02 2.834155940757504581e+27
9.613578202354983659e+02 2.809939184582522551e+27
9.616288661742249815e+02 2.852155286802032879e+27
9.618999121129514833e+02 2.726508819917086952e+27
9.621709580516780989e+02 2.599466531325124141e+27
9.624420039904046007e+02 2.571643902407012825e+27
9.627130499291312162e+02 2.462244500015044285e+27
9.629840958678577181e+02 2.431926652185194225e+27
9.632551418065843336e+02 2.434147959847975306e+27
9.635261877453108355e+02 2.453025322772724665e+27
9.637972336840374510e+02 2.242747784377597662e+27
9.640682796227639528e+02 2.166311537082811042e+27
9.643393255614905684e+02 2.045445384323512956e+27
9.646103715002170702e+02 2.047854302430785501e+27
9.648814174389435721e+02 2.013945590693365495e+27
9.651524633776701876e+02 2.167512243927557617e+27
9.654235093163966894e+02 2.261411271395626439e+27
9.656945552551233050e+02 2.286400982601913881e+27
9.659656011938498068e+02 2.380390063083338737e+27
9.662366471325764223e+02 2.449032972513942398e+27
9.665076930713029242e+02 2.484675204758465517e+27
9.667787390100295397e+02 2.581654795725087031e+27
9.670497849487560416e+02 2.731352921593861160e+27
9.673208308874826571e+02 2.779820203823834008e+27
9.675918768262091589e+02 2.857528449932273515e+27
9.678629227649356608e+02 2.914201813004310322e+27
9.681339687036622763e+02 2.979812937651928592e+27
9.684050146423887782e+02 3.116307040437380504e+27
9.686760605811153937e+02 3.174980330847697866e+27
9.689471065198418955e+02 3.308127463303419916e+27
9.692181524585685111e+02 3.331691335131570148e+27
9.694891983972950129e+02 3.333657492589843015e+27
9.697602443360216284e+02 3.320626071115453197e+27
9.700312902747481303e+02 3.377033027356311461e+27
9.703023362134747458e+02 3.557521779375054830e+27
9.705733821522012477e+02 4.124127834993165771e+27
9.708444280909277495e+02 4.291814050279798968e+27
9.711154740296543650e+02 4.964172361248961256e+27
9.713865199683808669e+02 9.177227546931167533e+27
9.716575659071074824e+02 1.505149817440910636e+28
9.719286118458339843e+02 1.724875417820636959e+28
9.721996577845605998e+02 1.750525517791534660e+28
9.724707037232871016e+02 1.750525517791534660e+28
9.727417496620137172e+02 1.769136473885106080e+28
9.730127956007402190e+02 1.769136473885106080e+28
9.732838415394668345e+02 1.862513944317488419e+28
9.735548874781933364e+02 1.925933778973444506e+28
9.738259334169199519e+02 1.959069535679559100e+28
9.740969793556464538e+02 1.976888775697375550e+28
9.743680252943729556e+02 1.995556014924294546e+28
9.746390712330995711e+02 2.002553884503832810e+28
9.749101171718260730e+02 2.008906374154319714e+28
9.751811631105526885e+02 2.002313743134883385e+28
9.754522090492791904e+02 2.010309700279117146e+28
9.757232549880058059e+02 2.002542627877163470e+28
9.759943009267323077e+02 1.985466325219533315e+28
9.762653468654589233e+02 1.992482955843520918e+28
9.765363928041854251e+02 2.000407621018848424e+28
9.768074387429120407e+02 2.005544394989029523e+28
9.770784846816385425e+02 2.009540497456701734e+28
9.773495306203651580e+02 2.021566326948616165e+28
9.776205765590916599e+02 2.007458021522844484e+28
9.778916224978181617e+02 1.993484795617106635e+28
9.781626684365447773e+02 1.996843022573507046e+28
9.784337143752712791e+02 1.990569329309706397e+28
9.787047603139978946e+02 1.985353758952838602e+28
9.789758062527243965e+02 1.980438365307157588e+28
9.792468521914510120e+02 1.979973091404818297e+28
9.795178981301775138e+02 1.971219188064838023e+28
9.797889440689041294e+02 1.980517161693844063e+28
9.800599900076306312e+02 1.977946898604308404e+28
9.803310359463572468e+02 1.974172176461136499e+28
9.806020818850837486e+02 1.963549673094019501e+28
9.808731278238103641e+02 1.961350878684577318e+28
