H2          5.00E-1
HD          2.00E-5
He          1.40E-1
C           7.30E-5
!CO          7.30E-5
N           2.14E-5
O           1.76E-4
!O           1.03E-4
S           2.00E-8
Si          3.00E-9
Na          3.00E-9
Mg          3.00E-9
Fe          3.00E-9
P           3.00E-9
F           2.00E-8
Cl          3.00E-9
