         !Time  H             CH            C             H2            CH2           NH            N             CH3           NH2           CH4           OH            O             NH3           H2O           C2            C2H2          C2H           HCN           CN            C2H3          CO            H2CN          HCO           NO            H2CO          HNO           O2            O2H           HS            S             H2O2          H2S           OCN           CH2CO         CO2           N2O           N2            NO2           NS            SO            NCCN          OCS           S2            F             HF            HNC           C3            C3H           C3H2          C2N           C2H4          C3H3          C2O           SiH           SiC           C2H5          CH3CCH        SiH2          HCSi          SiH3          SiCH2         PH            CP            CS            C4            C4H           H2CCC         H2CCCC        CH2CN         HC3N          C4H3          HPO           C5            C3N           C5H           C3O           C5H2          C6            C6H           CH3C4H        C6H2          SO2           C7            C5N           C7H           C8            C7H2          C8H           CH3C6H        C8H2          C9            C7N           C9H           C10           C9N           CH2NH         CH3OH         SiN           HNSi          PN            Si            P             HCS           PO            C4N           HC5N          HC7N          HOCH          H2CS          CH3CHO        SiO           H2SiO         SiH4          PH2           HCP           CH2PH         CCl           Cl            ClO           SiNC          SiC2          CCP           HC2P          SiC3          C3P           SiC4          C4P           CH3CH3        HCOOH         SiO2          NH2CN         C2S           C3S           C9H2          CH2CHCN       HC9N          SiC2H2        HeH+          He            H2+           CH+           C+            H+            CH2+          CH3+          CH4+          CH5+          H-            OH-           C2+           CN-           C2H2+         C2H3+         C2H4+         CO+           NH2+          C2H5+         Si+           SiH+          HCO+          CH3CH3+       NO+           SiH2+         H3CO+         SiH3+         S+            HS+           H2S+          H3S+          C3+           C3H+          C3H2+         CH3CCH+       C3H3+         H2C3H+        SiC+          CH3CN         CH2CN+        HCSi+         SiN+          SiCH3         SiCH2+        C3H7+         C3H6+         CO2+          HN2+          CS+           NO2+          SiOH+         C4+           C4H+          C4H2+         C2N2+         HCN+          HC3NH+        SiC2H         SiC2+         SiC2H+        SiS+          C5+           C5H+          SO2+          SO+           C5H3+         CH3C3N        SiC3H         SiC3+         C6+           C6H+          C6H6+         C6H5+         C7+           C7H+          C7H3+         CH3C5N        C8+           C8H+          C9+           C9H+          CH3C7N        H3+           He+           NH+           N+            OH+           O+            O-            NH3+          H2O+          NH4+          H3O+          F+            HF+           H2F+          C2H+          CN+           HCNH+         HOC+          N2+           HNO+          O2H+          SiH4+         SiH5+         Cl+           HCl+          H2Cl+         CH3CN+        CH3CNH+       CP+           HCP+          HNSi+         SiNH2+        PCH2+         HCO2+         HCS+          SiO+          C3N+          HC3N+         NCCNH+        C3O+          HC3O+         H3C3N+        H4C3N+        C2S+          HC2S+         C5H2+         C4N+          HC4N+         H2C4N+        HSO2+         CH3C3N+       CH3C3NH+      C6H2+         C5N+          HC5N+         H2C5N+        C7H2+         C8H2+         C7N+          HC7N+         H2C7N+        C9H2+         C9N+          HC9N+         H2C9N+        Na            Na+           Mg            Mg+           H2CO+         PH+           H2NO+         PH2+          CH3OH2+       PH3+          HCl           C2NH+         HC2O+         CH3CO+        NH2CNH+       SiCH3+        SiCH4+        HN2O+         CH3CHOH+      HPN+          H2CS+         PCH4+         C2H5OH        CH3OCH3       CH3OCH4+      HNS+          H3CS+         H3SiO+        HPO+          H2PO+         HSO+          C4H3+         C4H4+         SiC2H2+       SiNCH+        SiC2H3+       HC2P+         Fe            Fe+           PC2H2+        CH3COCH3      C3H5+         CH3COCH4+     HCOOCH3       H5C2O2+       HOCS+         HSiO2+        SiS           HSiS+         C5H5+         SiC3H+        HS2+          SiC3H2+       HS2           H2S2+         H2S2          H3S2+         PC3H+         HC3S+         C6H3+         SiC4H+        C6H6          C6H7+         PC4H+         C4S           HC4S+         C7H5+         CH3C5NH+      C8H3+         C9H3+         CH3C7NH+      P+            O2+           PO+           C2N+          S2+           CCP+          H2NC+         CF+           CNC+          C-            CCl+          SiNC+         E-            C3S+          SiC4+         H3C5N+        H3C7N+        C10+          H3C9N+        CH2CO+        NS+           C4H5+         CH3C4H+       CH3C6H+       C9H4+         CH4N+         OCN+          H2CCl+        H2SiO+        PN+           OCS+          PCH3+         HCOOH2+       C6H4+         C8H4+         C2H7+         PNH2+         PNH3+         CH2NH2+       C2H5OH2+      HNCO+         N2O+          SiF+          C2O+          C4H7+         PC2H3+        CH3CS+        PC2H4+        CH3COCH3+     C4S+          CH3OH+        CH3CHO+       C2H5OH+       CH3OCH3+      COOCH4+       C4P+          ClO+          S-            HCOOH+        C3H2O+        H3C3O+        NCCNCH3+      C8H5+         C9H5+       
  1.0000E-0003  3.2769E-0004  7.2340E-0009  4.7844E-0005  4.9983E-0001  1.2234E-0008  1.3442E-0010  1.7917E-0005  2.9780E-0009  9.1472E-0011  1.1159E-0006  1.1993E-0007  1.5718E-0004  6.6017E-0009  3.2847E-0009  3.2742E-0008  1.4512E-0009  8.0490E-0009  2.0997E-0008  1.6203E-0008  3.4123E-0011  1.8097E-0005  1.0298E-0011  9.7180E-0010  6.9418E-0009  1.8498E-0009  9.5544E-0011  1.8988E-0008  1.0450E-0012  3.9909E-0013  1.5646E-0008  5.2874E-0035  1.4763E-0012  5.0395E-0010  4.5466E-0009  1.7432E-0007  5.1937E-0011  1.7038E-0006  8.9647E-0011  2.6142E-0014  7.3015E-0012  3.0962E-0011  9.3149E-0011  6.8022E-0017  1.9700E-0008  2.9443E-0010  1.6209E-0008  1.3071E-0006  3.3946E-0009  1.5691E-0009  6.8810E-0010  3.7181E-0011  1.2657E-0010  1.5239E-0010  5.1447E-0014  5.4985E-0013  1.5355E-0015  4.9202E-0013  3.3411E-0016  6.1631E-0013  1.6133E-0020  8.4007E-0012  7.5471E-0013  2.2924E-0012  2.5295E-0009  1.0977E-0009  3.0336E-0009  1.5573E-0010  3.7454E-0011  1.3625E-0010  1.7588E-0009  7.0656E-0013  1.3257E-0014  2.6527E-0007  2.6400E-0010  3.5157E-0010  8.5397E-0011  4.2932E-0012  3.7470E-0010  1.6324E-0010  1.3619E-0012  1.4067E-0012  2.1448E-0014  2.4250E-0008  3.0007E-0011  1.3673E-0011  2.9680E-0011  3.0786E-0013  1.3900E-0011  3.6075E-0013  1.8699E-0013  1.8771E-0009  1.9002E-0012  7.9126E-0013  4.6601E-0013  1.6285E-0013  3.7294E-0011  5.8421E-0014  3.7297E-0013  2.6656E-0011  3.3743E-0010  2.0279E-0009  2.4321E-0009  8.0869E-0013  4.5718E-0012  4.2004E-0010  2.3023E-0010  1.6766E-0011  1.2757E-0023  7.8371E-0010  5.1352E-0012  7.1122E-0010  2.3078E-0018  6.7765E-0018  4.3572E-0015  1.9028E-0010  4.6957E-0015  9.3168E-0015  2.9782E-0009  1.0635E-0046  6.8906E-0014  1.1429E-0012  4.1983E-0013  8.0579E-0015  4.1879E-0013  3.4189E-0014  9.5812E-0015  8.8560E-0014  1.1455E-0016  1.5077E-0010  4.3218E-0013  8.6838E-0010  2.1973E-0010  8.3366E-0011  3.5024E-0012  9.1832E-0014  1.6436E-0012  5.9121E-0013  1.3928E-0014  1.4000E-0001  7.6066E-0013  3.5120E-0011  9.7617E-0008  5.2973E-0010  5.9280E-0011  7.6643E-0010  7.5771E-0014  9.2447E-0010  1.1648E-0013  1.6663E-0015  4.3685E-0011  8.5938E-0017  1.1311E-0011  1.2792E-0010  3.5862E-0011  5.3044E-0014  9.3308E-0014  8.1635E-0012  2.1288E-0010  1.3576E-0013  1.4498E-0009  1.0314E-0020  1.4387E-0011  1.1036E-0015  1.0195E-0011  4.9099E-0016  6.1569E-0010  5.0752E-0013  3.9018E-0014  1.6164E-0014  3.0051E-0014  6.4073E-0013  6.1188E-0011  1.8945E-0014  6.7219E-0011  1.2279E-0010  6.5312E-0018  9.2924E-0010  1.8638E-0012  8.6421E-0018  2.4884E-0014  1.9543E-0012  2.4192E-0014  1.7365E-0022  9.3425E-0024  1.0078E-0016  2.7799E-0011  3.0773E-0012  4.5934E-0019  3.5063E-0012  2.5836E-0014  1.9420E-0013  1.9481E-0010  1.8797E-0015  2.2198E-0015  2.6071E-0012  8.9392E-0013  2.3506E-0018  3.2905E-0014  7.7167E-0017  1.7742E-0014  5.6068E-0011  1.8697E-0020  2.1084E-0012  2.2619E-0014  4.4738E-0011  4.7827E-0013  7.6566E-0014  5.7368E-0013  6.8847E-0012  1.7630E-0014  8.0308E-0017  2.9551E-0011  4.1859E-0012  2.8715E-0014  5.6118E-0013  2.1378E-0013  1.7802E-0014  2.2894E-0012  3.9885E-0013  4.0059E-0014  1.7257E-0009  2.0715E-0009  1.2581E-0014  2.8905E-0011  2.6437E-0012  2.0688E-0015  4.6160E-0018  1.1967E-0011  1.8836E-0007  1.6252E-0011  5.2722E-0009  7.3254E-0017  2.1412E-0017  4.0214E-0013  5.6658E-0013  9.3960E-0016  1.1846E-0010  2.2180E-0013  2.2623E-0015  2.1754E-0013  7.7764E-0020  1.0879E-0026  1.7365E-0020  1.7178E-0012  4.7304E-0017  1.8390E-0013  3.5408E-0012  2.5556E-0011  7.4560E-0020  2.3057E-0018  6.2167E-0020  7.5947E-0014  4.2070E-0013  1.5783E-0012  1.3555E-0012  1.0371E-0012  1.0517E-0016  3.8208E-0014  2.0982E-0015  4.8970E-0018  8.3361E-0012  2.5976E-0016  5.8883E-0016  2.2950E-0017  2.5667E-0013  2.3283E-0012  1.3353E-0014  6.6299E-0017  6.6305E-0017  1.0230E-0017  6.6298E-0017  2.6437E-0013  1.7815E-0011  2.6782E-0016  4.2965E-0016  4.8968E-0012  6.1147E-0014  1.7674E-0012  2.3315E-0015  2.6330E-0014  9.8821E-0014  1.2929E-0014  2.0032E-0016  2.5698E-0015  9.6113E-0015  1.2248E-0009  1.7752E-0009  1.5969E-0009  1.4031E-0009  5.2924E-0011  9.4417E-0014  3.5836E-0014  9.0799E-0014  1.5913E-0015  2.6228E-0015  1.9840E-0011  1.0793E-0011  2.1533E-0011  5.5408E-0012  8.1700E-0014  7.1250E-0015  7.1298E-0015  6.5225E-0016  9.8690E-0014  3.0918E-0013  1.0684E-0013  1.1731E-0015  7.9487E-0014  2.7267E-0017  3.5938E-0019  2.1026E-0017  2.6509E-0012  1.0174E-0020  2.9109E-0013  2.0379E-0015  5.5320E-0015  1.0872E-0011  1.0878E-0014  4.5855E-0015  4.5665E-0015  4.2205E-0015  1.3068E-0015  7.1751E-0010  2.2825E-0009  2.2708E-0017  5.5851E-0016  3.4016E-0013  1.7784E-0017  4.9989E-0019  8.1523E-0021  6.6614E-0015  5.4269E-0017  2.2167E-0017  4.0613E-0019  8.4416E-0013  3.1484E-0014  5.1281E-0018  4.2958E-0015  7.3365E-0015  1.9136E-0017  3.8633E-0015  2.2343E-0017  3.0001E-0015  2.6003E-0013  3.5827E-0014  2.4169E-0015  6.5938E-0012  1.5028E-0014  1.1971E-0014  7.0642E-0012  7.0591E-0014  2.6150E-0013  8.5702E-0015  3.4183E-0015  2.7998E-0015  6.2609E-0016  3.0132E-0011  7.6173E-0012  6.4774E-0013  5.8410E-0011  1.5319E-0015  2.0008E-0014  4.8255E-0011  5.0077E-0012  6.9799E-0011  3.3730E-0015  2.4923E-0014  2.5328E-0013  3.0655E-0007  5.0303E-0013  6.6796E-0014  8.6746E-0014  2.6263E-0014  2.3590E-0013  2.9156E-0015  2.3641E-0011  7.1943E-0014  4.1807E-0014  2.6365E-0013  2.6126E-0014  1.1620E-0014  6.6650E-0013  7.8915E-0016  2.9058E-0015  3.0588E-0016  8.9368E-0015  2.6075E-0013  1.1059E-0015  4.4911E-0013  1.8264E-0014  4.9978E-0016  2.8889E-0021  1.5019E-0015  9.1203E-0017  2.7775E-0014  1.4546E-0015  2.4840E-0017  1.1596E-0014  4.7687E-0014  1.8326E-0013  2.1249E-0018  1.0539E-0019  1.0015E-0016  7.2357E-0020  3.4868E-0018  1.9109E-0013  5.0717E-0017  2.4578E-0014  6.4652E-0016  1.4321E-0019  1.8021E-0021  5.0960E-0018  2.4802E-0058  9.2675E-0018  2.3843E-0013  2.5467E-0015  4.5245E-0013  1.9021E-0018  4.0733E-0018  8.4792E-0021
  2.4000E-0003  6.6752E-0004  9.3052E-0009  4.7795E-0005  4.9966E-0001  2.1289E-0008  1.5259E-0010  1.7924E-0005  5.0577E-0009  1.5218E-0010  1.1025E-0006  4.4827E-0008  1.5729E-0004  6.5120E-0009  4.2415E-0012  7.4121E-0008  1.3597E-0009  8.2342E-0009  2.0766E-0008  1.6626E-0008  3.3748E-0011  1.8068E-0005  1.0298E-0011  9.5876E-0010  6.9022E-0009  1.8204E-0009  9.5406E-0011  1.8868E-0008  1.0450E-0012  4.1366E-0013  1.5592E-0008  1.2640E-0034  1.4327E-0012  5.0391E-0010  4.4677E-0009  1.7225E-0007  5.1937E-0011  1.7005E-0006  8.8737E-0011  2.6140E-0014  7.0398E-0012  3.0947E-0011  8.9944E-0011  6.8022E-0017  1.9700E-0008  2.9417E-0010  1.6004E-0008  1.2657E-0006  3.3816E-0009  1.5569E-0009  6.8228E-0010  3.6165E-0011  1.2445E-0010  1.5110E-0010  5.0237E-0014  5.4938E-0013  3.4369E-0015  4.6866E-0013  3.3411E-0016  6.1631E-0013  1.6133E-0020  8.4007E-0012  7.5471E-0013  2.2924E-0012  2.5112E-0009  1.1232E-0009  2.9840E-0009  1.5310E-0010  3.6122E-0011  1.3625E-0010  1.6516E-0009  7.0656E-0013  1.3257E-0014  2.6525E-0007  2.6289E-0010  3.5148E-0010  8.0465E-0011  4.2924E-0012  5.7488E-0010  1.6338E-0010  1.3616E-0012  1.3924E-0012  2.1105E-0014  2.4004E-0008  3.0857E-0011  1.3537E-0011  4.5287E-0011  3.0474E-0013  1.3775E-0011  3.6075E-0013  1.8509E-0013  1.8581E-0009  1.8893E-0012  8.1270E-0013  4.5934E-0013  1.6120E-0013  3.6201E-0011  5.7701E-0014  3.7297E-0013  2.6656E-0011  3.3743E-0010  1.9758E-0009  2.4115E-0009  8.0732E-0013  4.5718E-0012  4.1472E-0010  2.2828E-0010  1.6596E-0011  3.0527E-0023  7.7708E-0010  5.0204E-0012  7.0916E-0010  2.3078E-0018  6.7765E-0018  4.3572E-0015  1.9028E-0010  4.6957E-0015  9.3089E-0015  2.9760E-0009  2.5514E-0046  6.8906E-0014  1.1429E-0012  4.1983E-0013  8.0579E-0015  4.1879E-0013  3.4189E-0014  9.5812E-0015  8.8560E-0014  1.1455E-0016  1.4992E-0010  4.3218E-0013  8.6838E-0010  2.1955E-0010  8.3295E-0011  3.4669E-0012  9.1598E-0014  1.6269E-0012  5.9121E-0013  1.3929E-0014  1.4000E-0001  1.0211E-0012  9.4907E-0011  2.1953E-0007  5.2993E-0010  2.0820E-0010  7.5692E-0010  7.5750E-0014  9.2447E-0010  1.5189E-0014  2.1678E-0016  2.3028E-0010  1.1180E-0017  1.6803E-0011  1.2800E-0010  3.5943E-0011  1.1962E-0013  2.7255E-0013  8.1635E-0012  2.6561E-0010  1.3279E-0013  1.4545E-0009  1.0314E-0020  2.9681E-0011  1.1036E-0015  1.0195E-0011  4.9099E-0016  6.9401E-0010  5.0623E-0013  4.6805E-0014  1.6164E-0014  3.0051E-0014  6.4074E-0013  6.1188E-0011  2.7924E-0014  6.7219E-0011  1.2279E-0010  6.5311E-0018  8.9803E-0010  1.8638E-0012  8.6424E-0018  2.4884E-0014  1.9543E-0012  2.4192E-0014  1.7365E-0022  9.3425E-0024  1.0078E-0016  2.7799E-0011  7.3518E-0012  4.5934E-0019  3.5063E-0012  2.5836E-0014  1.9420E-0013  1.9495E-0010  4.5101E-0015  2.2199E-0015  2.6071E-0012  8.9392E-0013  2.3508E-0018  3.2905E-0014  7.7167E-0017  1.7742E-0014  5.6068E-0011  1.8697E-0020  2.1449E-0012  2.2619E-0014  4.4730E-0011  4.7827E-0013  7.6566E-0014  1.3812E-0012  6.8847E-0012  1.7630E-0014  8.0308E-0017  7.0556E-0011  4.2094E-0012  2.8715E-0014  5.5643E-0013  2.7753E-0013  4.1319E-0014  5.4635E-0012  4.0022E-0013  3.9720E-0014  1.7257E-0009  2.0716E-0009  2.5816E-0014  2.8904E-0011  5.2995E-0012  4.8148E-0015  6.0423E-0019  2.1996E-0011  1.8999E-0007  1.6252E-0011  5.2780E-0009  7.3251E-0017  2.1412E-0017  4.0214E-0013  1.2650E-0012  9.3959E-0016  1.1846E-0010  2.2180E-0013  2.2623E-0015  2.1758E-0013  7.9847E-0020  1.0879E-0026  1.7365E-0020  4.1211E-0012  1.8660E-0016  1.8390E-0013  8.3539E-0012  2.5556E-0011  7.4595E-0020  2.3070E-0018  6.2166E-0020  7.5947E-0014  4.2070E-0013  1.5783E-0012  1.3570E-0012  2.4840E-0012  1.0516E-0016  3.8208E-0014  2.0983E-0015  4.8972E-0018  8.3361E-0012  4.1564E-0016  5.8883E-0016  2.2951E-0017  2.5667E-0013  2.3283E-0012  1.3353E-0014  6.6299E-0017  6.6305E-0017  1.0230E-0017  6.6298E-0017  2.6437E-0013  1.7818E-0011  2.6782E-0016  4.2965E-0016  4.8968E-0012  6.1667E-0014  1.7677E-0012  5.5515E-0015  5.4680E-0014  9.8821E-0014  1.8852E-0014  4.7567E-0016  5.3489E-0015  9.6113E-0015  1.2247E-0009  1.7753E-0009  1.5958E-0009  1.4042E-0009  6.0253E-0011  9.4417E-0014  3.5836E-0014  9.0799E-0014  1.5913E-0015  2.6228E-0015  1.9656E-0011  1.0793E-0011  2.1533E-0011  5.5408E-0012  8.1700E-0014  7.1250E-0015  7.1298E-0015  6.5225E-0016  9.8690E-0014  3.0918E-0013  1.0684E-0013  1.1731E-0015  7.6896E-0014  2.6816E-0017  3.5938E-0019  2.1026E-0017  2.6509E-0012  1.0174E-0020  2.9109E-0013  2.0379E-0015  5.5321E-0015  1.0872E-0011  1.0878E-0014  4.5855E-0015  4.5665E-0015  4.2205E-0015  1.3068E-0015  7.1581E-0010  2.2842E-0009  2.2708E-0017  5.5285E-0016  3.4016E-0013  1.7784E-0017  4.9989E-0019  8.1523E-0021  6.6614E-0015  5.4269E-0017  2.2148E-0017  4.0613E-0019  8.4416E-0013  3.1484E-0014  5.1281E-0018  4.2958E-0015  7.3365E-0015  1.9136E-0017  3.8633E-0015  2.2343E-0017  3.0001E-0015  2.6003E-0013  3.5827E-0014  2.4169E-0015  6.5938E-0012  1.5028E-0014  1.1971E-0014  7.0582E-0012  7.0591E-0014  2.6150E-0013  8.5702E-0015  3.4183E-0015  2.7998E-0015  6.2609E-0016  5.0711E-0011  1.6622E-0011  6.4774E-0013  5.8410E-0011  1.5319E-0015  2.0008E-0014  4.8255E-0011  5.0077E-0012  6.9799E-0011  4.3881E-0016  2.4923E-0014  2.5328E-0013  4.3078E-0007  5.0303E-0013  6.6796E-0014  8.6746E-0014  2.6263E-0014  2.3806E-0013  2.9156E-0015  4.8919E-0011  7.1943E-0014  4.1807E-0014  2.6365E-0013  2.6126E-0014  1.1620E-0014  6.6650E-0013  7.8915E-0016  2.9058E-0015  3.0588E-0016  8.9368E-0015  5.8746E-0013  1.1059E-0015  4.4911E-0013  1.8264E-0014  4.9978E-0016  2.8889E-0021  1.5019E-0015  9.1203E-0017  2.7775E-0014  1.4546E-0015  2.4840E-0017  1.1596E-0014  4.7687E-0014  1.8326E-0013  2.1249E-0018  1.0539E-0019  1.0015E-0016  7.2357E-0020  4.4312E-0018  1.9109E-0013  1.1486E-0016  4.4426E-0014  1.3109E-0015  2.4891E-0019  1.8021E-0021  5.0960E-0018  3.1216E-0057  1.2056E-0018  5.7061E-0013  2.5467E-0015  4.5245E-0013  1.9021E-0018  4.0733E-0018  8.4792E-0021
  4.3600E-0003  1.1430E-0003  1.2214E-0008  4.7725E-0005  4.9943E-0001  3.3566E-0008  1.7781E-0010  1.7934E-0005  7.9085E-0009  2.3529E-0010  1.0841E-0006  1.1054E-0008  1.5737E-0004  6.3885E-0009  3.8900E-0016  1.2952E-0007  1.2414E-0009  8.4713E-0009  2.0447E-0008  1.7191E-0008  3.3230E-0011  1.8028E-0005  1.0298E-0011  9.4079E-0010  6.8473E-0009  1.7800E-0009  9.5214E-0011  1.8701E-0008  1.0450E-0012  4.3297E-0013  1.5516E-0008  2.2837E-0034  1.3738E-0012  5.0385E-0010  4.3596E-0009  1.6941E-0007  5.1937E-0011  1.6958E-0006  8.7479E-0011  2.6137E-0014  6.6892E-0012  3.0926E-0011  8.5642E-0011  6.8022E-0017  1.9701E-0008  2.9379E-0010  1.5723E-0008  1.2098E-0006  3.3632E-0009  1.5400E-0009  6.7421E-0010  3.4790E-0011  1.2154E-0010  1.4931E-0010  4.8591E-0014  5.4873E-0013  5.9620E-0015  4.3780E-0013  3.3411E-0016  6.1631E-0013  1.6133E-0020  8.4007E-0012  7.5471E-0013  2.2924E-0012  2.4857E-0009  1.1579E-0009  2.9160E-0009  1.4950E-0010  3.4337E-0011  1.3625E-0010  1.5124E-0009  7.0656E-0013  1.3257E-0014  2.6523E-0007  2.6134E-0010  3.5135E-0010  7.4036E-0011  4.2914E-0012  8.4828E-0010  1.6358E-0010  1.3613E-0012  1.3727E-0012  2.0633E-0014  2.3664E-0008  3.2026E-0011  1.3348E-0011  6.6603E-0011  3.0042E-0013  1.3601E-0011  3.6075E-0013  1.8247E-0013  1.8318E-0009  1.8741E-0012  8.4184E-0013  4.5017E-0013  1.5892E-0013  3.4725E-0011  5.6707E-0014  3.7297E-0013  2.6656E-0011  3.3743E-0010  1.9051E-0009  2.3830E-0009  8.0540E-0013  4.5718E-0012  4.0739E-0010  2.2558E-0010  1.6360E-0011  4.3044E-0023  7.6789E-0010  4.8640E-0012  7.0630E-0010  2.3078E-0018  6.7765E-0018  4.3572E-0015  1.9028E-0010  4.6957E-0015  9.2978E-0015  2.9729E-0009  4.6313E-0046  6.8906E-0014  1.1429E-0012  4.1983E-0013  8.0579E-0015  4.1879E-0013  3.4189E-0014  9.5812E-0015  8.8560E-0014  1.1455E-0016  1.4873E-0010  4.3218E-0013  8.6838E-0010  2.1929E-0010  8.3196E-0011  3.4177E-0012  9.1272E-0014  1.6038E-0012  5.9121E-0013  1.3930E-0014  1.4000E-0001  1.3834E-0012  2.0088E-0010  3.8999E-0007  5.3057E-0010  5.4329E-0010  7.4679E-0010  7.5729E-0014  9.2447E-0010  9.1373E-0016  1.2473E-0017  7.2803E-0010  6.4329E-0019  2.3916E-0011  1.2812E-0010  3.6053E-0011  2.1305E-0013  6.7166E-0013  8.1635E-0012  3.3718E-0010  1.2875E-0013  1.4611E-0009  1.0314E-0020  5.0946E-0011  1.1036E-0015  1.0195E-0011  4.9099E-0016  8.0321E-0010  5.0443E-0013  5.7320E-0014  1.6164E-0014  3.0051E-0014  6.4074E-0013  6.1188E-0011  3.9782E-0014  6.7219E-0011  1.2279E-0010  6.5309E-0018  8.5609E-0010  1.8638E-0012  8.6435E-0018  2.4884E-0014  1.9543E-0012  2.4192E-0014  1.7365E-0022  9.3425E-0024  1.0078E-0016  2.7799E-0011  1.3272E-0011  4.5934E-0019  3.5064E-0012  2.5836E-0014  1.9420E-0013  1.9515E-0010  8.1903E-0015  2.2200E-0015  2.6071E-0012  8.9392E-0013  2.3514E-0018  3.2905E-0014  7.7167E-0017  1.7742E-0014  5.6068E-0011  1.8697E-0020  2.1939E-0012  2.2619E-0014  4.4719E-0011  4.7827E-0013  7.6566E-0014  3.0759E-0012  6.8847E-0012  1.7630E-0014  8.0308E-0017  1.2726E-0010  4.2427E-0012  2.8715E-0014  5.4985E-0013  4.1077E-0013  7.3883E-0014  9.8533E-0012  4.0221E-0013  3.9250E-0014  1.7257E-0009  2.0716E-0009  4.6924E-0014  2.8903E-0011  8.0185E-0012  1.1763E-0014  4.0522E-0020  3.5809E-0011  1.8999E-0007  1.6252E-0011  5.2862E-0009  7.3247E-0017  2.1412E-0017  4.0214E-0013  2.2922E-0012  9.3961E-0016  1.1846E-0010  2.2180E-0013  2.2623E-0015  2.1763E-0013  8.2743E-0020  1.0879E-0026  1.7365E-0020  7.4825E-0012  5.7399E-0016  1.8390E-0013  1.4822E-0011  2.5557E-0011  7.4692E-0020  2.3107E-0018  6.2165E-0020  7.5947E-0014  4.2070E-0013  1.5783E-0012  1.3592E-0012  4.5005E-0012  1.0516E-0016  3.8208E-0014  2.0987E-0015  4.8980E-0018  8.3361E-0012  6.3320E-0016  5.8883E-0016  2.2955E-0017  2.5667E-0013  2.3283E-0012  1.3353E-0014  6.6299E-0017  6.6305E-0017  1.0230E-0017  6.6298E-0017  2.6437E-0013  1.7821E-0011  2.6782E-0016  4.2965E-0016  4.8968E-0012  6.2387E-0014  1.7681E-0012  1.0028E-0014  9.3888E-0014  9.8821E-0014  2.7042E-0014  8.5644E-0016  9.1925E-0015  9.6113E-0015  1.2244E-0009  1.7756E-0009  1.5943E-0009  1.4057E-0009  7.0319E-0011  9.4417E-0014  3.5836E-0014  9.0799E-0014  1.5913E-0015  2.6228E-0015  1.9400E-0011  1.0793E-0011  2.1533E-0011  5.5408E-0012  8.1700E-0014  7.1250E-0015  7.1298E-0015  6.5225E-0016  9.8690E-0014  3.0918E-0013  1.0684E-0013  1.1731E-0015  7.3410E-0014  2.6198E-0017  3.5938E-0019  2.1026E-0017  2.6509E-0012  1.0174E-0020  2.9109E-0013  2.0379E-0015  5.5323E-0015  1.0872E-0011  1.0878E-0014  4.5855E-0015  4.5665E-0015  4.2205E-0015  1.3068E-0015  7.1343E-0010  2.2866E-0009  2.2708E-0017  5.4501E-0016  3.4016E-0013  1.7784E-0017  4.9989E-0019  8.1523E-0021  6.6614E-0015  5.4269E-0017  2.2122E-0017  4.0613E-0019  8.4416E-0013  3.1484E-0014  5.1281E-0018  4.2958E-0015  7.3365E-0015  1.9136E-0017  3.8633E-0015  2.2343E-0017  3.0001E-0015  2.6003E-0013  3.5827E-0014  2.4169E-0015  6.5938E-0012  1.5028E-0014  1.1971E-0014  7.0498E-0012  7.0591E-0014  2.6150E-0013  8.5702E-0015  3.4183E-0015  2.7998E-0015  6.2609E-0016  7.9231E-0011  2.9131E-0011  6.4774E-0013  5.8410E-0011  1.5319E-0015  2.0008E-0014  4.8255E-0011  5.0077E-0012  6.9799E-0011  2.5251E-0017  2.4923E-0014  2.5328E-0013  6.0258E-0007  5.0303E-0013  6.6796E-0014  8.6746E-0014  2.6263E-0014  2.4103E-0013  2.9156E-0015  8.3574E-0011  7.1943E-0014  4.1807E-0014  2.6365E-0013  2.6126E-0014  1.1620E-0014  6.6650E-0013  7.8915E-0016  2.9058E-0015  3.0588E-0016  8.9368E-0015  1.0261E-0012  1.1059E-0015  4.4911E-0013  1.8264E-0014  4.9978E-0016  2.8889E-0021  1.5019E-0015  9.1203E-0017  2.7775E-0014  1.4546E-0015  2.4840E-0017  1.1596E-0014  4.7687E-0014  1.8326E-0013  2.1249E-0018  1.0539E-0019  1.0015E-0016  7.2357E-0020  5.7373E-0018  1.9109E-0013  2.0333E-0016  7.1471E-0014  2.2049E-0015  3.9397E-0019  1.8021E-0021  5.0960E-0018  1.8109E-0056  6.9373E-0020  1.0325E-0012  2.5467E-0015  4.5245E-0013  1.9021E-0018  4.0733E-0018  8.4792E-0021
