D3+         CH3OH                   CH2D+       HDO         HD                      1.27E-09    -0.50      0.0    0.    0.  5     
D3+         CH3OH                   CH3+        HDO         D2                      2.12E-10    -0.50      0.0    0.    0.  5     
HD2+        CH2DOH                  CHD2+       HDO         H2                      6.36E-10    -0.50      0.0    0.    0.  5     
HD2+        CH2DOH                  CH2D+       HDO         HD                      1.27E-09    -0.50      0.0    0.    0.  5     
HD2+        CH2DOH                  CH3+        HDO         D2                      2.12E-10    -0.50      0.0    0.    0.  5     
H2D+        CHD2OH                  CH3+        HDO         D2                      2.12E-10    -0.50      0.0    0.    0.  5     
HD2+        CH3OD                   CHD2+       HDO         H2                      6.36E-10    -0.50      0.0    0.    0.  5     
HD2+        CH3OD                   CH2D+       HDO         HD                      1.27E-09    -0.50      0.0    0.    0.  5     
HD2+        CH3OD                   CH3+        HDO         D2                      2.12E-10    -0.50      0.0    0.    0.  5     
H2D+        CH2DOD                  CH3+        HDO         D2                      2.12E-10    -0.50      0.0    0.    0.  5     
D3+         CH2DOH                  CD3+        HDO         H2                      2.12E-10    -0.50      0.0    0.    0.  5     
D3+         CH2DOH                  CHD2+       HDO         HD                      1.27E-09    -0.50      0.0    0.    0.  5     
D3+         CH2DOH                  CH2D+       HDO         D2                      6.36E-10    -0.50      0.0    0.    0.  5     
HD2+        CHD2OH                  CD3+        HDO         H2                      2.12E-10    -0.50      0.0    0.    0.  5     
