1.50  1.0
1.50  0.2
1.50  0.0
2.50  0.2
2.50  0.3
2.50  0.4
2.50  0.5
2.50  0.6
3.0   2.0
3.0   1.0
3.0   0.5
3.0   0.2
3.0   0.0
3.5   1.0
3.5   0.5
3.5   0.0
4.0   1.0
4.0   0.5
4.0   0.2
4.0   0.0
9.0   5.0
9.0   3.0
9.0   2.0
9.0   1.0
9.0   0.5
9.0   0.0
15.0  5.0
15.0  3.0
15.0  2.0
15.0  1.0
15.0  0.0
20.0  10.0
20.0  5.0
20.0  2.0
20.0  1.0
20.0  0.0
35.0  10.0
35.0  5.0
35.0  2.0
35.0  1.0
35.0  0.0
50.0  50.0
50.0  40.0
50.0  30.0
50.0  20.0
50.0  10.0
50.0  5.0
50.0  2.0
50.0  0.0
80.0  50.0
80.0  40.0
80.0  30.0
80.0  20.0
80.0  10.0
80.0  3.0
80.0  0.0
100.0 70.0
100.0 60.0
100.0 50.0
100.0 40.0
100.0 30.0
100.0 20.0
100.0 5.0
100.0 0.0
130.0 70.0
130.0 60.0
130.0 50.0
130.0 40.0
130.0 30.0
130.0 20.0
130.0 10.0
130.0 0.0
