       2
         130
  1.7644658825e+01   8.8433265000e+02   5.6700470000e-02
  1.8087779099e+01   8.9455749000e+02   5.3559283000e-02
  1.8541990067e+01   8.8948531000e+02   5.0617773000e-02
  1.9007601837e+01   8.6744196000e+02   4.7529707000e-02
  1.9484908111e+01   8.3321961000e+02   4.4252895000e-02
  1.9974192667e+01   7.9157084000e+02   4.0934358000e-02
  2.0475822690e+01   7.4953173000e+02   3.7462786000e-02
  2.0989989106e+01   7.1315164000e+02   3.4359990000e-02
  2.1517075068e+01   6.7767499000e+02   3.1434634000e-02
  2.2057397618e+01   6.4458847000e+02   2.8744613000e-02
  2.2611289336e+01   6.0898760000e+02   2.6198400000e-02
  2.3179136242e+01   5.7874272000e+02   2.3837886000e-02
  2.3761200898e+01   5.5162995000e+02   2.1709945000e-02
  2.4357884499e+01   5.2615282000e+02   1.9759969000e-02
  2.4969533404e+01   5.0091737000e+02   1.8017325000e-02
  2.5596552831e+01   4.7628137000e+02   1.6378861000e-02
  2.6239374055e+01   4.5331750000e+02   1.4883545000e-02
  2.6898264758e+01   4.3141152000e+02   1.3518190000e-02
  2.7573714911e+01   4.1082029000e+02   1.2284235000e-02
  2.8266147655e+01   3.9218088000e+02   1.1169521000e-02
  2.8975953413e+01   3.7424149000e+02   1.0155823000e-02
  2.9703625856e+01   3.5663597000e+02   9.2291085000e-03
  3.0449523465e+01   3.3972844000e+02   8.3836326000e-03
  3.1214152590e+01   3.2389643000e+02   7.6126400000e-03
  3.1997982518e+01   3.0934932000e+02   6.9133988000e-03
  3.2801496390e+01   2.9509705000e+02   6.2758565000e-03
  3.3625248284e+01   2.8109560000e+02   5.6946626000e-03
  3.4469624460e+01   2.6846088000e+02   5.1663609000e-03
  3.5335204095e+01   2.5731066000e+02   4.6880924000e-03
  3.6222519399e+01   2.4668684000e+02   4.2540559000e-03
  3.7132116869e+01   2.3603805000e+02   3.8614088000e-03
  3.8064625151e+01   2.2560924000e+02   3.5050037000e-03
  3.9020482885e+01   2.1562362000e+02   3.1821545000e-03
  4.0000338637e+01   2.0613078000e+02   2.8886417000e-03
  5.2718214232e+01   1.2334665000e+02   9.8042073000e-04
  6.9479665330e+01   7.4497999000e+01   3.3035453000e-04
  9.1570298466e+01   4.5873174000e+01   1.1099009000e-04
  1.2068453685e+02   2.8324610000e+01   3.7296796000e-05
  1.5905552069e+02   1.7082904000e+01   1.2485985000e-05
  2.0962631177e+02   1.0085041000e+01   4.1585597000e-06
  2.7627560244e+02   5.8507298000e+00   1.3884203000e-06
  3.6411585394e+02   3.5352843000e+00   4.6180359000e-07
  4.7988437985e+02   2.0412180000e+00   1.5349667000e-07
  6.3246086418e+02   1.1510322000e+00   5.0761709000e-08
  8.3354800376e+02   6.7419091000e-01   1.6839637000e-08
  1.0985698372e+03   3.8824187000e-01   5.5923041000e-09
  1.4478537756e+03   2.2353507000e-01   1.8545956000e-09
  1.9081898156e+03   1.2867084000e-01   6.1411733000e-10
  2.5148876032e+03   7.4046079000e-02   2.0302290000e-10
  3.3144814199e+03   4.2641275000e-02   1.0000000000e-10
  4.3683013335e+03   2.4555697000e-02   1.0000000000e-10
  5.7571773144e+03   1.4137355000e-02   1.0000000000e-10
  7.5876367005e+03   8.1371946000e-03   1.0000000000e-10
  1.0000081991e+04   4.6891330000e-03   1.0000000000e-10
