       2
         130
  1.0000085326e-01   3.1594841000e+04   3.3466276000e+04
  1.1481959045e-01   3.3227503000e+04   3.3284709000e+04
  1.3183427426e-01   3.4948218000e+04   3.2865750000e+04
  1.5137034915e-01   3.5932227000e+04   3.3742860000e+04
  1.7380139416e-01   3.6648917000e+04   3.1141969000e+04
  1.9955631750e-01   2.7999862000e+04   5.3833897000e+04
  2.2912783102e-01   2.1623228000e+04   6.9666076000e+04
  2.6308245798e-01   2.2301781000e+04   7.4529858000e+04
  3.0206769227e-01   2.0730314000e+04   5.7556111000e+04
  3.4682999246e-01   2.0783983000e+04   5.2487775000e+04
  3.9822547169e-01   2.0361977000e+04   4.0349776000e+04
  4.5723705348e-01   1.9424965000e+04   2.9674151000e+04
  5.2499333760e-01   1.9059016000e+04   2.3350138000e+04
  6.0279019257e-01   1.8128244000e+04   1.7856275000e+04
  6.9211533822e-01   1.5707986000e+04   1.2517157000e+04
  7.9467743051e-01   1.2647497000e+04   8.0299155000e+03
  9.1243773399e-01   9.7366765000e+03   4.8330276000e+03
  1.0476484384e+00   7.4693128000e+03   2.8317383000e+03
  1.2029002663e+00   5.7041799000e+03   1.6357559000e+03
  1.3811539975e+00   4.4323819000e+03   9.3987554000e+02
  1.5858217096e+00   3.5147903000e+03   5.3870327000e+02
  1.8208194379e+00   2.8321973000e+03   3.1137740000e+02
  2.0906393626e+00   2.2971884000e+03   1.8041393000e+02
  2.4004443736e+00   1.8652919000e+03   1.0444585000e+02
  2.7561572244e+00   1.5175366000e+03   6.0369161000e+01
  3.1645815723e+00   1.2512952000e+03   3.4857923000e+01
  3.6335291061e+00   1.0250259000e+03   1.9953955000e+01
  4.1719762779e+00   8.7976263000e+02   1.1457409000e+01
  4.7902060352e+00   7.5257226000e+02   6.5624089000e+00
  5.5000494063e+00   6.5316813000e+02   3.6980342000e+00
  5.6381629733e+00   6.4368419000e+02   3.3368663000e+00
  5.7797456270e+00   6.3595318000e+02   2.9998262000e+00
  5.9248938166e+00   6.3155593000e+02   2.7070441000e+00
  6.0736760299e+00   6.2832250000e+02   2.4351240000e+00
  6.2261947045e+00   6.2510817000e+02   2.1965449000e+00
  6.3825418399e+00   6.1930573000e+02   1.9815142000e+00
  6.5428168736e+00   6.1224205000e+02   1.7865778000e+00
  6.7071280129e+00   6.0481869000e+02   1.6089667000e+00
  6.8755543354e+00   5.9702165000e+02   1.4469107000e+00
  7.0482087507e+00   5.8991763000e+02   1.2985508000e+00
  7.2251977761e+00   5.8724809000e+02   1.1624403000e+00
  7.4066336250e+00   5.9845002000e+02   1.0373278000e+00
  7.5926388047e+00   6.4274198000e+02   9.2522549000e-01
  7.7832994439e+00   7.4041149000e+02   8.2913926000e-01
  7.9787484760e+00   9.0367683000e+02   7.5362248000e-01
  8.1791061414e+00   1.1355562000e+03   7.0208842000e-01
  8.3844943363e+00   1.3774507000e+03   6.6829828000e-01
  8.5950584338e+00   1.5712113000e+03   6.3869925000e-01
  8.8108896283e+00   1.8170771000e+03   6.2357024000e-01
  9.0321431875e+00   2.1349560000e+03   6.3350860000e-01
  9.2589519764e+00   2.4066549000e+03   6.5571615000e-01
  9.4914583591e+00   2.4838447000e+03   6.5827377000e-01
  9.7298189780e+00   2.3794723000e+03   6.2767507000e-01
  9.9741509947e+00   2.2443238000e+03   5.8561274000e-01
  1.0224614930e+01   2.1247604000e+03   5.4948538000e-01
  1.0481366891e+01   1.9518478000e+03   5.1090571000e-01
  1.0744571597e+01   1.7420540000e+03   4.6098484000e-01
  1.1014403514e+01   1.5672847000e+03   4.1350856000e-01
  1.1290988600e+01   1.4151143000e+03   3.7133545000e-01
  1.1574520203e+01   1.2821565000e+03   3.3304018000e-01
  1.1865172863e+01   1.1602272000e+03   2.9898208000e-01
  1.2163120475e+01   1.0382164000e+03   2.6597580000e-01
  1.2468576484e+01   9.4001862000e+02   2.3682006000e-01
  1.2781683021e+01   8.4641548000e+02   2.1004713000e-01
  1.3102645420e+01   7.6574866000e+02   1.8558317000e-01
  1.3431676076e+01   6.9773296000e+02   1.6372793000e-01
  1.3768963021e+01   6.4236720000e+02   1.4332571000e-01
  1.4114741802e+01   6.1697241000e+02   1.2536306000e-01
  1.4469187914e+01   6.2263112000e+02   1.1039976000e-01
  1.4832524220e+01   6.4700374000e+02   9.8518188000e-02
  1.5204994038e+01   6.7675111000e+02   8.8766003000e-02
  1.5586808071e+01   7.1222726000e+02   8.0656527000e-02
  1.5978244843e+01   7.5193045000e+02   7.4038232000e-02
  1.6379479023e+01   7.9133731000e+02   6.8501617000e-02
  1.6790787462e+01   8.2917715000e+02   6.3945901000e-02
  1.7212437016e+01   8.6000226000e+02   5.9993968000e-02
